order_id,product_id,quantity,price_at_order
46,727,2,19377.16
47,259,2,47368.92
47,224,2,10627.06
48,599,1,37122.28
48,105,3,40595.35
49,575,3,29310.0
49,663,2,25343.62
49,609,2,20030.63
50,284,3,31668.7
51,729,3,37349.19
52,247,1,34775.58
52,922,3,36982.71
53,739,3,19664.21
53,27,2,13358.26
54,398,1,40125.71
54,755,3,31123.55
55,352,1,35693.99
55,744,3,17889.54
55,731,3,38519.58
56,688,2,13299.61
56,368,1,10873.12
56,520,3,40241.99
57,483,1,35887.44
58,782,3,41616.49
58,935,2,20503.67
58,188,3,13723.1
59,893,2,37162.17
60,267,2,29470.8
60,600,2,33590.75
61,650,3,32780.64
62,911,1,25251.43
63,543,2,22841.14
63,306,1,39493.94
64,206,2,11054.32
65,469,3,1116.84
65,147,1,12587.81
65,324,1,19615.7
66,321,1,15318.85
66,650,2,32780.64
66,60,2,20310.28
67,783,1,15800.95
68,133,2,4941.34
68,630,3,35186.45
69,393,3,28068.56
69,5,1,28193.88
69,39,3,10185.88
70,776,1,21693.64
70,854,1,18213.64
70,544,3,22148.39
71,711,2,26361.95
72,603,1,48236.58
72,314,1,40288.01
73,467,3,12150.44
73,746,3,20866.36
73,533,2,31363.61
74,351,2,13968.3
74,924,1,48070.9
74,502,1,6573.63
75,20,3,31858.42
75,234,1,39693.64
75,230,1,39455.05
76,127,3,28584.53
76,376,3,32970.03
77,262,3,23002.29
77,790,1,21490.56
77,548,3,5577.34
78,21,3,23274.33
78,50,1,11467.46
79,259,2,47368.92
80,646,2,7030.81
80,10,2,19182.39
81,638,3,29282.44
81,621,1,16383.0
82,737,3,3953.28
83,510,3,22479.77
83,204,1,12794.76
84,207,3,29602.47
84,367,2,15828.71
85,933,3,39062.87
85,213,2,43674.17
86,92,1,13835.71
87,973,3,1701.87
87,93,1,17341.15
88,660,2,30009.91
88,237,2,24841.62
88,468,2,3421.52
89,41,2,16410.56
90,757,1,15231.63
90,119,1,45005.39
91,175,2,23412.19
91,337,2,7633.44
92,96,2,16877.76
92,382,1,31006.56
92,835,1,43344.12
93,856,3,31392.53
93,395,2,1231.45
94,171,3,3710.33
94,116,3,29155.31
94,136,1,38493.92
95,934,3,5551.19
96,186,2,48051.14
96,626,2,20449.21
97,859,1,11541.69
97,745,2,39286.6
98,452,2,24185.36
98,48,3,15792.3
98,65,2,32711.6
99,786,3,15223.12
99,762,3,46623.74
100,895,3,24971.72
100,347,3,23064.71
100,532,3,31862.34
101,255,2,44078.08
101,494,3,16264.21
102,847,3,29023.3
103,659,1,3644.36
104,891,2,12450.64
104,170,2,49995.42
104,77,1,33858.06
105,229,3,43022.45
106,81,3,46754.9
106,471,2,30856.04
106,455,1,45293.72
107,510,3,22479.77
107,764,1,47664.33
108,563,1,38290.88
109,634,2,45887.06
109,653,3,1429.95
110,974,2,28311.24
110,350,1,16308.96
111,574,3,1126.86
111,786,3,15223.12
112,464,1,11018.04
112,117,3,29949.59
113,649,2,34231.7
113,988,3,18034.23
114,919,1,616.98
115,739,1,19664.21
115,420,2,30368.79
116,873,2,36142.63
117,734,1,27785.97
117,347,2,23064.71
118,603,2,48236.58
118,127,2,28584.53
118,791,3,20430.86
119,511,1,45849.0
120,444,3,45162.0
120,859,2,11541.69
121,182,1,6316.44
121,709,3,40713.91
121,593,1,44819.29
122,904,3,36222.09
122,330,2,45114.3
123,781,2,5496.1
123,255,2,44078.08
123,281,2,16629.71
124,617,3,14962.71
125,719,3,48873.26
126,567,1,20248.94
126,648,1,45880.62
127,354,3,5229.17
128,982,3,5812.75
128,183,3,26777.44
129,780,3,25173.15
129,361,2,4542.61
130,428,3,12824.19
130,691,3,20872.33
131,14,1,18273.26
131,536,1,45129.44
132,205,1,6241.87
132,274,2,39681.96
133,708,1,13954.61
133,804,3,18853.31
133,303,1,40156.02
134,889,3,19719.36
135,663,3,25343.62
136,818,2,5926.59
136,713,3,20025.75
137,427,3,16685.63
137,980,2,42260.92
138,258,1,20577.14
139,454,3,4468.59
139,850,3,6474.59
139,231,3,40254.11
140,757,1,15231.63
140,618,3,30664.44
141,700,1,49519.08
141,77,1,33858.06
142,439,3,15000.87
142,286,2,8568.33
143,6,3,11255.9
143,339,1,12757.51
143,478,1,12283.96
144,793,3,30821.11
144,955,3,22466.77
145,587,2,17313.65
145,564,1,30668.84
146,980,3,42260.92
146,189,1,21948.05
147,550,1,2815.08
147,414,2,17791.53
148,340,2,43362.46
148,370,1,6009.8
149,575,3,29310.0
149,844,1,3447.54
150,927,3,4519.65
150,658,3,46831.03
151,329,1,42815.87
151,391,2,25020.05
152,934,3,5551.19
153,521,2,44247.05
153,457,1,46544.45
154,527,1,29512.96
155,792,1,32968.2
155,551,3,12639.03
155,547,1,6799.08
156,886,2,32134.7
156,702,1,617.28
157,1000,2,21156.77
157,760,3,39164.13
158,158,2,19682.34
158,25,3,32875.3
159,183,2,26777.44
160,933,2,39062.87
160,265,2,46732.15
160,418,3,27849.52
161,690,1,42034.64
162,65,3,32711.6
162,775,3,33970.35
163,951,3,47131.35
164,622,2,19363.65
164,89,2,33492.8
165,486,3,27288.63
165,161,1,19626.2
166,870,2,36581.45
166,559,3,44158.05
167,989,3,9014.98
167,815,3,1924.95
167,888,2,46069.97
168,569,1,23012.33
168,145,1,45370.68
169,561,1,28643.0
169,970,2,49138.43
170,353,3,14956.42
170,217,3,31583.45
170,423,1,22056.59
171,259,1,47368.92
171,199,1,39708.76
172,872,3,4487.16
172,770,2,20220.01
172,955,3,22466.77
173,257,1,8171.39
173,101,3,18423.18
174,132,3,4514.34
174,688,1,13299.61
175,199,2,39708.76
176,314,3,40288.01
176,711,1,26361.95
177,982,1,5812.75
177,439,2,15000.87
177,173,1,1312.89
178,447,2,26840.35
178,284,1,31668.7
179,474,2,25514.19
179,457,2,46544.45
179,368,3,10873.12
180,862,1,11678.66
180,288,3,18929.6
181,79,1,29847.6
181,745,3,39286.6
181,78,3,47097.33
182,788,1,40062.49
182,605,1,10212.96
183,553,1,49799.68
183,484,2,10319.07
183,670,2,48622.82
184,878,1,29818.31
184,298,2,24315.44
185,515,3,3527.47
185,11,1,13446.69
186,701,3,42001.7
186,170,1,49995.42
186,776,2,21693.64
187,676,1,6964.41
187,894,3,929.45
187,991,3,42582.62
188,780,2,25173.15
189,44,1,36675.81
189,685,3,30338.76
190,940,1,35644.52
190,466,1,14618.65
191,534,2,25277.89
191,649,3,34231.7
192,386,2,14377.35
192,670,2,48622.82
193,530,1,46756.47
193,258,3,20577.14
193,386,2,14377.35
194,812,3,32757.57
194,494,1,16264.21
195,236,3,20304.67
195,79,3,29847.6
196,371,3,40418.9
197,425,2,19554.6
197,831,3,16385.58
198,216,1,3547.57
198,605,3,10212.96
199,131,3,23817.35
200,41,3,16410.56
200,913,1,43886.46
201,530,3,46756.47
201,982,3,5812.75
201,416,3,14567.73
202,842,1,43484.72
202,291,1,34251.79
203,494,1,16264.21
203,175,2,23412.19
204,786,3,15223.12
204,187,3,7903.66
205,351,2,13968.3
205,945,3,894.26
206,136,1,38493.92
206,112,1,33103.65
207,430,1,7328.99
207,847,3,29023.3
208,615,3,36636.63
208,40,3,47688.94
208,899,1,40413.26
209,618,3,30664.44
210,695,3,41718.13
210,665,2,30016.51
210,442,2,29983.15
211,235,2,22125.93
211,961,2,39161.21
212,780,3,25173.15
212,858,3,10907.03
213,785,1,36183.1
214,898,3,44354.81
215,762,1,46623.74
216,385,1,25763.61
216,671,3,26365.81
217,159,3,36811.31
217,437,3,17284.1
218,579,3,42106.01
218,375,2,17745.86
219,566,3,37821.77
220,496,2,21477.97
220,260,3,46652.86
221,142,3,6926.95
221,876,1,32414.64
222,973,1,1701.87
222,166,1,19141.46
223,564,3,30668.84
223,629,3,22912.44
224,652,1,36474.55
224,6,1,11255.9
225,66,1,46340.44
225,270,2,22930.63
226,954,3,17890.98
226,411,3,43253.07
227,59,1,43232.69
227,969,3,49820.68
227,793,2,30821.11
228,954,2,17890.98
228,824,1,17624.28
228,531,1,44777.82
229,238,1,44504.32
229,630,3,35186.45
230,1000,1,21156.77
230,162,2,8502.72
231,416,1,14567.73
231,601,3,11871.98
232,93,3,17341.15
233,597,2,10342.78
233,357,2,20866.53
234,953,2,1765.27
235,519,1,18236.56
236,970,1,49138.43
237,551,3,12639.03
238,577,1,11608.9
238,496,2,21477.97
238,789,2,8970.33
239,29,1,24827.74
239,494,2,16264.21
240,226,3,4030.72
240,694,1,10050.73
241,529,3,7904.87
241,549,2,13593.34
241,10,1,19182.39
242,841,1,47527.63
242,351,3,13968.3
243,224,3,10627.06
243,916,2,31249.06
244,932,2,13816.21
244,195,3,44051.9
245,272,1,38844.56
246,634,2,45887.06
247,81,3,46754.9
248,783,3,15800.95
248,878,1,29818.31
249,505,3,22363.78
249,920,2,27214.8
250,524,2,6528.74
250,287,1,16421.42
251,819,2,27292.38
252,356,2,43314.97
253,1000,1,21156.77
254,9,3,47873.49
254,13,1,14870.96
255,628,2,11276.21
255,883,1,13330.61
256,982,3,5812.75
257,216,3,3547.57
257,430,2,7328.99
258,185,3,21176.92
259,834,3,49626.57
259,103,2,39071.78
260,391,1,25020.05
260,201,3,29203.31
261,432,2,35529.05
262,530,2,46756.47
262,547,2,6799.08
262,738,2,35670.35
263,408,3,47579.22
263,102,1,34198.71
264,860,3,700.71
265,370,3,6009.8
265,369,3,42409.56
266,422,2,32412.52
266,125,3,34951.26
267,666,3,15297.69
267,665,1,30016.51
268,523,3,20716.52
268,500,2,40114.47
269,475,1,19705.55
269,647,1,49644.97
270,647,3,49644.97
270,628,2,11276.21
271,352,1,35693.99
272,274,3,39681.96
273,800,2,29474.13
273,884,3,20079.36
273,962,3,39137.32
274,189,1,21948.05
274,875,1,30464.27
275,762,3,46623.74
276,106,1,36907.25
277,56,2,23791.75
277,27,3,13358.26
278,633,1,22503.37
279,317,3,19236.97
279,235,2,22125.93
279,254,2,13572.7
280,175,1,23412.19
280,30,3,5749.56
281,488,3,39107.83
281,479,2,29220.6
282,715,3,34296.87
282,553,3,49799.68
282,182,2,6316.44
283,446,3,30646.59
283,537,3,41314.24
283,656,2,8009.53
284,825,2,49699.7
284,92,2,13835.71
285,11,1,13446.69
286,353,3,14956.42
286,294,1,33977.26
286,481,3,32246.94
287,307,2,36698.28
287,10,2,19182.39
288,383,1,22322.71
289,256,3,48665.4
289,168,3,47574.84
290,270,2,22930.63
290,82,3,13501.04
291,628,3,11276.21
291,827,3,35624.47
292,829,2,10585.05
292,276,1,16800.14
293,114,3,32181.64
294,638,2,29282.44
295,993,3,32090.44
296,276,1,16800.14
297,93,1,17341.15
298,320,2,11301.95
298,805,2,21086.48
299,83,1,16014.01
300,557,1,29996.68
300,482,1,24083.0
301,849,3,5248.86
301,13,1,14870.96
301,125,2,34951.26
302,35,1,32155.8
303,682,1,24125.89
304,959,3,10213.05
304,331,3,20087.54
304,163,1,26845.94
305,260,3,46652.86
305,493,2,21701.18
306,683,1,10826.85
307,333,1,32082.8
307,16,2,42809.29
308,10,1,19182.39
308,993,3,32090.44
309,159,1,36811.31
309,381,1,44202.11
310,347,3,23064.71
310,954,1,17890.98
311,550,1,2815.08
312,572,3,17017.76
312,808,2,24635.21
313,22,2,34325.33
313,706,2,24546.36
314,497,3,22522.34
314,724,2,37687.05
314,449,3,23245.49
315,557,2,29996.68
315,357,3,20866.53
316,937,1,42668.36
316,882,1,3927.69
316,568,3,7110.71
317,555,1,23024.36
317,376,3,32970.03
317,465,3,30561.34
318,635,3,27518.17
318,878,1,29818.31
318,373,2,46475.49
319,839,3,39791.55
319,397,3,6024.12
319,195,2,44051.9
320,331,3,20087.54
320,420,2,30368.79
321,45,1,6550.3
321,856,1,31392.53
322,197,1,36087.71
323,674,3,42919.8
323,502,3,6573.63
323,539,3,32661.16
324,736,1,38676.72
325,504,1,7925.88
326,572,3,17017.76
327,814,3,4408.73
327,726,2,41782.13
327,60,3,20310.28
328,80,3,32971.45
328,968,1,26824.37
328,222,1,43050.28
329,198,3,12244.1
329,539,1,32661.16
330,768,3,7960.92
331,591,3,24146.23
331,367,2,15828.71
332,171,3,3710.33
332,812,2,32757.57
332,185,3,21176.92
333,615,2,36636.63
333,454,2,4468.59
334,381,3,44202.11
334,423,2,22056.59
335,577,1,11608.9
335,559,2,44158.05
336,369,2,42409.56
336,985,2,48800.28
337,292,1,11839.77
337,611,3,15130.09
338,308,1,37449.8
338,228,2,11804.37
339,843,3,48615.87
339,283,3,27188.5
339,942,3,49536.63
340,39,2,10185.88
341,911,3,25251.43
342,95,3,21351.72
342,585,1,49906.71
342,410,3,34152.33
343,178,3,1576.22
343,500,3,40114.47
344,658,2,46831.03
345,81,1,46754.9
345,799,2,15876.18
346,953,1,1765.27
346,889,1,19719.36
347,12,3,6503.86
347,650,2,32780.64
348,553,3,49799.68
349,157,3,593.04
349,52,3,3828.36
350,590,1,10601.71
350,517,1,18266.16
351,136,1,38493.92
351,345,2,29805.2
352,269,2,16822.27
352,88,3,15335.1
353,139,2,43063.9
354,586,3,15893.5
354,201,3,29203.31
355,273,2,23806.92
356,116,2,29155.31
356,688,2,13299.61
357,609,1,20030.63
357,672,2,7716.12
358,823,3,43778.05
358,453,1,35656.63
359,205,1,6241.87
359,702,3,617.28
359,383,1,22322.71
360,636,1,26972.01
361,352,3,35693.99
362,24,1,3589.57
362,340,3,43362.46
363,769,3,22618.62
363,265,2,46732.15
364,716,3,20442.33
365,540,1,31019.99
365,45,1,6550.3
365,262,2,23002.29
366,55,3,27099.93
366,477,1,1107.24
367,873,3,36142.63
368,889,3,19719.36
369,727,2,19377.16
369,102,2,34198.71
370,204,3,12794.76
371,23,3,41143.59
371,41,2,16410.56
371,254,2,13572.7
372,356,3,43314.97
373,514,1,34191.88
373,283,3,27188.5
374,835,3,43344.12
374,31,2,34119.92
374,967,1,5276.68
375,141,3,2795.85
375,90,2,5448.25
376,641,1,23280.2
376,703,2,35446.33
377,320,3,11301.95
377,932,2,13816.21
378,142,3,6926.95
379,142,2,6926.95
380,139,1,43063.9
380,441,3,33197.88
381,70,3,21323.47
382,326,1,32849.62
383,997,2,866.36
383,424,2,30607.33
384,653,2,1429.95
384,956,1,31073.07
384,757,1,15231.63
385,627,3,6135.56
386,611,1,15130.09
386,238,3,44504.32
387,489,3,6486.41
387,138,3,20162.75
388,873,2,36142.63
388,397,2,6024.12
389,419,1,45479.78
390,761,1,40879.78
390,688,1,13299.61
391,450,2,26514.75
391,888,3,46069.97
391,632,2,37810.56
392,415,1,22760.12
393,321,3,15318.85
393,404,3,5967.12
394,897,1,18781.91
394,722,3,28306.44
395,44,3,36675.81
395,899,3,40413.26
395,252,2,9622.85
396,784,1,24301.42
396,646,1,7030.81
397,793,2,30821.11
397,848,1,17383.86
397,293,2,12989.74
398,530,1,46756.47
399,740,1,558.2
399,513,1,44964.35
400,560,2,20341.73
400,139,2,43063.9
400,403,2,39022.16
401,730,1,22023.29
401,918,2,45052.03
402,929,1,28520.69
402,729,3,37349.19
403,461,3,7558.65
404,745,3,39286.6
404,811,3,9997.89
405,45,1,6550.3
405,787,2,42504.25
406,167,1,17073.78
406,890,3,35024.19
406,149,1,22161.67
407,985,2,48800.28
407,457,3,46544.45
408,208,1,14365.04
409,510,2,22479.77
410,506,1,26614.16
410,244,3,49848.19
411,82,3,13501.04
411,616,1,9554.09
412,644,3,3468.87
413,152,1,7894.42
414,34,3,44273.99
415,943,1,22774.4
416,166,3,19141.46
416,689,3,5200.83
416,292,3,11839.77
417,182,2,6316.44
417,990,3,9132.1
418,787,2,42504.25
419,70,2,21323.47
419,777,3,11333.45
420,712,2,26464.86
421,713,3,20025.75
421,215,1,12848.18
422,542,3,12470.43
422,90,3,5448.25
422,496,3,21477.97
423,438,2,11559.19
423,624,2,13299.19
424,950,3,6700.94
424,133,3,4941.34
425,505,1,22363.78
425,828,3,30922.71
426,2,2,36902.62
426,122,3,21735.48
426,25,1,32875.3
427,425,1,19554.6
427,424,2,30607.33
428,12,1,6503.86
428,656,3,8009.53
429,308,3,37449.8
430,703,2,35446.33
431,984,1,5321.3
431,30,1,5749.56
432,491,1,24961.3
432,939,3,10986.53
432,486,1,27288.63
433,886,2,32134.7
433,550,2,2815.08
434,58,2,21723.24
434,856,3,31392.53
434,534,3,25277.89
435,214,3,24092.1
435,592,2,6357.14
436,68,1,8482.46
436,993,2,32090.44
437,642,1,12946.52
437,548,3,5577.34
437,863,3,15873.57
438,802,2,29631.37
439,279,1,23633.68
439,424,2,30607.33
440,974,1,28311.24
440,310,3,45700.3
441,39,1,10185.88
441,797,1,16501.45
442,927,1,4519.65
442,513,1,44964.35
443,537,2,41314.24
443,318,1,33839.38
444,961,1,39161.21
444,529,1,7904.87
444,693,3,29083.4
445,535,1,7963.46
445,119,2,45005.39
446,893,2,37162.17
446,90,1,5448.25
446,342,1,1084.32
447,24,2,3589.57
447,592,3,6357.14
448,294,2,33977.26
449,121,1,27061.06
449,280,1,34727.42
450,574,1,1126.86
450,527,3,29512.96
450,105,2,40595.35
451,722,2,28306.44
452,628,2,11276.21
453,483,3,35887.44
454,437,2,17284.1
455,645,3,1877.22
455,857,2,32877.62
455,707,3,20743.52
456,731,3,38519.58
456,777,1,11333.45
456,687,2,23472.65
457,942,1,49536.63
457,716,2,20442.33
457,480,2,2503.48
458,482,1,24083.0
458,238,1,44504.32
459,373,2,46475.49
460,808,2,24635.21
460,882,2,3927.69
461,360,2,46172.36
461,491,1,24961.3
462,131,1,23817.35
462,521,2,44247.05
463,570,3,16599.9
464,411,2,43253.07
464,605,1,10212.96
465,494,2,16264.21
466,606,2,32401.13
466,442,3,29983.15
466,804,2,18853.31
467,686,1,27738.34
468,499,3,33657.84
468,118,3,30428.58
469,456,1,47336.74
470,112,3,33103.65
471,336,3,29443.24
471,507,1,14150.88
471,661,1,37104.89
472,925,1,2481.84
472,774,1,32455.89
472,652,3,36474.55
473,631,3,33305.49
474,325,3,29490.82
474,307,3,36698.28
475,736,1,38676.72
475,938,3,34396.93
475,353,1,14956.42
476,131,2,23817.35
476,873,1,36142.63
477,1,2,37155.06
477,721,1,13773.42
477,574,2,1126.86
478,605,3,10212.96
478,404,2,5967.12
479,559,3,44158.05
479,217,1,31583.45
480,864,2,38740.99
480,947,2,31625.79
481,129,1,39352.21
481,138,3,20162.75
481,12,1,6503.86
482,448,1,9942.6
482,999,1,363.67
483,467,3,12150.44
483,916,3,31249.06
484,522,2,49979.87
485,232,2,27364.75
485,191,3,44117.07
486,243,2,26092.5
486,730,2,22023.29
486,514,3,34191.88
487,582,2,20824.12
487,495,1,14993.31
487,722,3,28306.44
488,748,3,8728.27
489,798,3,33633.86
489,287,1,16421.42
489,477,3,1107.24
490,646,3,7030.81
491,649,3,34231.7
492,926,3,35132.09
492,352,1,35693.99
493,588,2,24363.75
493,752,2,12809.48
493,340,2,43362.46
494,612,2,14442.71
494,768,3,7960.92
495,485,3,46688.54
496,299,3,18140.27
496,829,3,10585.05
497,518,1,39665.66
498,631,2,33305.49
499,115,3,46980.09
500,675,2,28250.58
500,458,1,25249.75
501,186,3,48051.14
502,991,1,42582.62
502,149,2,22161.67
502,610,2,48117.93
503,744,1,17889.54
503,653,1,1429.95
504,658,1,46831.03
504,271,1,12168.64
505,488,3,39107.83
505,765,1,39944.97
506,269,3,16822.27
506,149,2,22161.67
507,392,2,19196.31
507,695,3,41718.13
508,545,3,17207.57
509,941,2,2732.85
509,668,2,47441.46
510,671,3,26365.81
511,248,3,38096.84
511,752,3,12809.48
512,707,2,20743.52
512,185,3,21176.92
513,13,3,14870.96
513,422,1,32412.52
513,101,3,18423.18
514,258,1,20577.14
514,198,1,12244.1
515,673,1,27035.03
515,916,3,31249.06
515,856,3,31392.53
516,877,3,19478.51
517,664,1,45844.93
517,580,1,28756.74
518,677,1,16714.07
519,788,3,40062.49
519,438,2,11559.19
519,709,2,40713.91
520,64,2,43109.05
521,979,2,40380.34
522,951,3,47131.35
522,206,2,11054.32
523,554,2,25019.3
524,453,3,35656.63
525,586,3,15893.5
526,510,1,22479.77
527,681,1,38156.31
527,400,3,42270.87
527,273,2,23806.92
528,725,2,15174.06
529,800,1,29474.13
529,832,3,28764.96
529,805,1,21086.48
530,799,1,15876.18
530,494,3,16264.21
531,699,2,36099.58
531,311,1,47226.13
532,375,2,17745.86
532,548,1,5577.34
533,664,1,45844.93
533,208,3,14365.04
534,307,2,36698.28
534,713,1,20025.75
535,907,2,46578.66
535,648,3,45880.62
536,738,3,35670.35
537,554,3,25019.3
538,832,1,28764.96
538,461,1,7558.65
538,990,2,9132.1
539,416,1,14567.73
539,122,3,21735.48
540,892,1,30731.15
540,896,3,39214.46
540,550,3,2815.08
541,145,2,45370.68
542,634,3,45887.06
542,47,3,48228.84
542,249,1,15931.5
543,315,1,19910.36
544,66,1,46340.44
544,838,2,20886.99
544,109,3,43646.69
545,208,2,14365.04
546,695,1,41718.13
546,412,3,22156.21
546,333,3,32082.8
547,813,1,35594.08
547,219,3,6187.04
547,783,1,15800.95
548,776,2,21693.64
549,450,3,26514.75
549,250,1,20387.5
550,628,1,11276.21
550,386,1,14377.35
550,797,2,16501.45
551,92,3,13835.71
552,711,2,26361.95
553,278,3,7464.52
554,626,3,20449.21
554,709,1,40713.91
554,39,3,10185.88
555,847,2,29023.3
556,197,3,36087.71
556,121,1,27061.06
557,553,1,49799.68
557,520,2,40241.99
558,55,1,27099.93
559,992,2,9349.46
559,934,2,5551.19
560,56,2,23791.75
560,661,1,37104.89
560,373,2,46475.49
561,777,1,11333.45
561,465,3,30561.34
561,45,1,6550.3
562,30,2,5749.56
563,739,3,19664.21
563,456,2,47336.74
563,607,2,28834.43
564,236,2,20304.67
564,798,1,33633.86
564,113,1,43258.34
565,385,1,25763.61
565,913,2,43886.46
565,226,3,4030.72
566,222,3,43050.28
566,951,2,47131.35
567,738,1,35670.35
568,344,1,3458.83
569,140,1,9041.57
570,779,1,18893.74
570,352,2,35693.99
571,976,1,9025.17
571,627,3,6135.56
572,422,3,32412.52
573,485,2,46688.54
574,894,1,929.45
574,253,2,25075.11
575,606,3,32401.13
575,969,1,49820.68
575,153,2,20557.69
576,788,1,40062.49
576,517,2,18266.16
577,714,2,28380.61
577,842,2,43484.72
577,101,1,18423.18
578,750,2,3444.38
579,245,1,23659.52
579,664,1,45844.93
580,471,3,30856.04
581,475,3,19705.55
581,791,2,20430.86
581,142,1,6926.95
582,721,1,13773.42
582,649,3,34231.7
583,544,2,22148.39
583,34,2,44273.99
584,556,1,17838.89
584,590,3,10601.71
584,814,1,4408.73
585,57,3,20530.88
585,528,2,25292.33
586,477,1,1107.24
586,634,2,45887.06
587,69,3,46347.95
587,575,1,29310.0
588,117,3,29949.59
589,893,3,37162.17
589,983,1,18867.46
590,362,2,37018.16
591,65,2,32711.6
592,850,2,6474.59
592,126,3,21196.18
593,300,3,48903.84
593,463,2,30882.81
594,964,1,16148.22
594,905,1,2488.68
595,401,1,20202.36
596,169,2,4370.74
597,896,3,39214.46
597,210,3,35488.52
598,555,2,23024.36
598,955,2,22466.77
598,136,2,38493.92
599,194,1,10842.36
600,971,3,49579.63
601,672,2,7716.12
601,662,2,27126.06
602,562,2,14643.5
602,456,2,47336.74
603,176,2,30412.87
603,809,1,42146.67
604,866,1,28295.57
605,171,1,3710.33
605,634,3,45887.06
606,860,3,700.71
606,726,1,41782.13
606,710,1,47003.68
607,589,2,15135.41
607,130,2,22256.77
607,452,1,24185.36
608,325,2,29490.82
609,167,2,17073.78
609,547,1,6799.08
610,787,2,42504.25
610,149,2,22161.67
610,971,1,49579.63
611,520,3,40241.99
611,340,3,43362.46
612,967,3,5276.68
613,929,2,28520.69
613,945,2,894.26
614,42,3,43972.48
614,143,3,29893.98
615,862,2,11678.66
615,226,2,4030.72
616,200,3,20398.74
616,598,1,34899.71
617,24,1,3589.57
618,981,3,7641.29
618,90,2,5448.25
619,524,1,6528.74
619,967,3,5276.68
620,438,2,11559.19
620,379,2,17242.53
621,457,3,46544.45
621,896,1,39214.46
622,426,2,30014.93
622,823,2,43778.05
623,435,2,32407.43
623,747,1,45086.46
623,918,3,45052.03
624,487,3,32450.95
625,775,1,33970.35
625,385,2,25763.61
625,91,3,44518.72
626,474,3,25514.19
627,191,2,44117.07
628,847,2,29023.3
629,758,1,15914.91
629,475,1,19705.55
630,979,3,40380.34
631,682,2,24125.89
632,661,1,37104.89
632,251,2,43507.56
632,30,2,5749.56
633,596,3,32901.81
633,493,2,21701.18
634,998,1,3669.4
634,711,2,26361.95
635,266,1,427.49
636,900,1,13368.6
636,710,2,47003.68
637,652,2,36474.55
637,934,1,5551.19
638,79,1,29847.6
638,527,3,29512.96
639,172,2,1842.19
639,557,2,29996.68
640,278,3,7464.52
640,702,3,617.28
641,844,1,3447.54
641,148,1,38950.44
642,422,1,32412.52
642,349,1,35706.35
643,193,3,24867.03
644,867,3,17754.03
644,545,3,17207.57
644,730,1,22023.29
645,839,1,39791.55
646,708,1,13954.61
646,372,2,33846.34
647,994,1,16759.07
647,351,3,13968.3
648,228,3,11804.37
648,132,1,4514.34
648,878,3,29818.31
649,81,2,46754.9
650,20,2,31858.42
651,34,3,44273.99
652,931,1,41645.42
652,260,1,46652.86
653,802,3,29631.37
653,127,1,28584.53
654,360,1,46172.36
655,285,3,4791.85
655,972,2,29748.22
656,747,1,45086.46
656,628,3,11276.21
657,782,1,41616.49
657,15,3,33164.79
657,542,1,12470.43
658,551,3,12639.03
658,5,1,28193.88
658,997,1,866.36
659,376,3,32970.03
659,715,1,34296.87
660,855,2,45218.87
661,418,2,27849.52
661,116,1,29155.31
662,781,2,5496.1
663,85,2,27020.43
663,336,1,29443.24
664,320,2,11301.95
664,704,1,22963.68
665,439,1,15000.87
665,194,2,10842.36
