product_id,name,category,price,stock
48,Наступать #830,Одежда,15792.3,85
49,Еврейский #548,Книги,45010.82,57
50,Умолять #353,Электроника,11467.46,43
51,Кпсс #702,Электроника,27829.9,75
52,Школьный #107,Одежда,3828.36,80
53,Очередной #334,Электроника,3649.8,4
54,Легко #172,Книги,25853.56,35
55,Разводить #319,Дом,27099.93,92
56,Подробность #690,Спорт,23791.75,100
57,Плод #926,Дом,20530.88,12
58,Головной #774,Электроника,21723.24,54
59,Тревога #578,Дом,43232.69,6
60,Миф #162,Электроника,20310.28,43
61,Ход #354,Электроника,9822.03,68
62,Ярко #243,Дом,21267.52,35
63,Премьера #355,Дом,43761.95,9
64,Невыносимый #927,Дом,43109.05,70
65,Выразить #151,Электроника,32711.6,69
66,Сомнительный #195,Электроника,46340.44,30
67,Выбирать #516,Одежда,24436.36,27
68,Ботинок #160,Дом,8482.46,0
69,Правый #371,Дом,46347.95,100
70,Один #392,Дом,21323.47,93
71,Блин #777,Спорт,36004.89,19
72,Решетка #403,Одежда,11119.73,7
73,Понятный #853,Спорт,27247.1,95
74,Встать #158,Книги,2792.07,61
75,Трясти #973,Спорт,26696.97,7
76,Секунда #182,Спорт,42611.72,8
77,Интеллектуальный #169,Спорт,33858.06,30
78,Бак #222,Дом,47097.33,72
79,Очередной #692,Одежда,29847.6,79
80,Похороны #529,Электроника,32971.45,72
81,Предоставить #423,Спорт,46754.9,26
82,Бегать #344,Книги,13501.04,16
83,Мелочь #568,Книги,16014.01,96
84,Забирать #109,Электроника,23076.79,72
85,Теория #175,Электроника,27020.43,64
86,Премьера #235,Книги,46682.99,8
87,Командир #478,Одежда,14463.87,56
88,Результат #820,Спорт,15335.1,83
89,Применяться #108,Спорт,33492.8,70
90,Темнеть #779,Книги,5448.25,17
91,Низкий #218,Книги,44518.72,95
92,Космос #259,Спорт,13835.71,77
93,Изображать #834,Одежда,17341.15,87
94,Ход #617,Книги,24580.03,6
95,Заложить #749,Электроника,21351.72,35
96,Потянуться #103,Электроника,16877.76,16
97,Изменение #265,Книги,37139.18,70
98,Рис #674,Дом,780.58,9
99,Протягивать #658,Одежда,2090.6,47
100,Правление #665,Спорт,7660.26,16
101,Выраженный #415,Электроника,18423.18,5
102,Разнообразный #315,Книги,34198.71,85
103,Подземный #462,Электроника,39071.78,52
104,Изучить #867,Спорт,7981.3,30
105,Крутой #919,Одежда,40595.35,52
106,Разуметься #283,Электроника,36907.25,42
107,Пропасть #921,Дом,33594.38,94
108,Покинуть #373,Одежда,8212.13,89
109,Металл #491,Электроника,43646.69,60
110,Изучить #304,Одежда,40884.35,58
111,Блин #412,Книги,41080.66,29
112,Темнеть #124,Одежда,33103.65,51
113,Дремать #385,Книги,43258.34,98
114,Налево #459,Книги,32181.64,51
115,Указанный #439,Спорт,46980.09,14
116,Столетие #282,Книги,29155.31,33
117,Хлеб #211,Электроника,29949.59,44
118,Порода #546,Книги,30428.58,65
119,Вытаскивать #494,Электроника,45005.39,24
120,Проход #145,Книги,35526.63,0
121,Решетка #925,Спорт,27061.06,92
122,Прежде #472,Одежда,21735.48,85
123,Промолчать #738,Книги,15901.61,15
124,Передо #619,Книги,15671.45,52
125,Остановить #512,Книги,34951.26,70
126,Школьный #296,Одежда,21196.18,48
127,Жить #730,Одежда,28584.53,51
128,Рис #953,Спорт,320.18,36
129,Трубка #540,Одежда,39352.21,77
130,Увеличиваться #576,Книги,22256.77,86
131,Райком #623,Одежда,23817.35,94
132,Болото #774,Одежда,4514.34,65
133,Вариант #443,Спорт,4941.34,96
134,Волк #788,Одежда,15727.85,25
135,Затянуться #125,Одежда,2596.82,60
136,Сбросить #970,Спорт,38493.92,58
137,Господь #744,Дом,28910.84,91
138,Бок #606,Дом,20162.75,18
139,Торговля #868,Электроника,43063.9,13
140,Отметить #324,Дом,9041.57,89
141,Настать #575,Спорт,2795.85,31
142,Запеть #567,Электроника,6926.95,59
143,Возможно #672,Спорт,29893.98,96
144,Адвокат #727,Дом,40805.82,64
145,Написать #950,Дом,45370.68,57
146,Полоска #861,Одежда,43116.3,57
147,Бабочка #869,Книги,12587.81,81
148,Тревога #884,Книги,38950.44,62
149,При #381,Одежда,22161.67,91
150,Трубка #340,Книги,13804.24,40
151,Легко #182,Спорт,7177.19,29
152,Дыхание #810,Дом,7894.42,27
153,Второй #524,Электроника,20557.69,69
154,Свежий #525,Дом,3394.61,53
155,Сбросить #888,Дом,29328.75,89
156,Печатать #977,Электроника,44068.64,73
157,Основание #588,Дом,593.04,45
158,Плясать #871,Книги,19682.34,53
159,Пространство #865,Спорт,36811.31,77
160,Эпоха #599,Одежда,11205.26,55
161,Похороны #129,Дом,19626.2,85
162,Угроза #841,Дом,8502.72,59
163,Зеленый #737,Одежда,26845.94,50
164,Военный #677,Спорт,33251.09,10
165,Пища #238,Дом,43382.51,23
166,Заложить #366,Электроника,19141.46,27
167,Табак #434,Дом,17073.78,48
168,Необычный #870,Книги,47574.84,53
169,Конференция #954,Книги,4370.74,2
170,Космос #153,Спорт,49995.42,44
171,Казнь #765,Одежда,3710.33,83
172,Конференция #872,Электроника,1842.19,31
173,Жить #959,Одежда,1312.89,19
174,Выраженный #229,Одежда,23835.98,14
175,Легко #323,Спорт,23412.19,32
176,Желание #271,Книги,30412.87,95
177,Неудобно #896,Электроника,41019.27,39
178,Лиловый #692,Электроника,1576.22,39
179,Медицина #793,Спорт,45428.9,48
180,Войти #832,Дом,10156.99,75
181,Ленинград #204,Одежда,34950.49,38
182,Решение #924,Спорт,6316.44,72
183,Порог #455,Электроника,26777.44,84
184,Мелочь #170,Книги,25446.25,43
185,Головка #969,Электроника,21176.92,62
186,Чем #543,Электроника,48051.14,81
187,Головка #824,Дом,7903.66,22
188,Упор #766,Спорт,13723.1,68
189,Поймать #576,Дом,21948.05,93
190,Дыхание #374,Спорт,16318.54,31
191,Падаль #385,Электроника,44117.07,31
192,Советовать #683,Дом,30633.49,48
193,Поздравлять #129,Книги,24867.03,41
194,Кпсс #599,Одежда,10842.36,33
195,Вздрогнуть #386,Книги,44051.9,89
196,Вообще #669,Книги,804.51,24
197,Зато #347,Электроника,36087.71,62
198,Намерение #876,Спорт,12244.1,60
199,Услать #558,Дом,39708.76,11
200,Смеяться #326,Книги,20398.74,31
201,Задержать #779,Книги,29203.31,60
202,Мотоцикл #643,Спорт,17384.74,95
203,Ответить #438,Спорт,17784.98,58
204,Зима #413,Книги,12794.76,15
205,Спешить #423,Одежда,6241.87,68
206,Заложить #296,Одежда,11054.32,61
207,Радость #841,Книги,29602.47,97
208,Вздрогнуть #711,Спорт,14365.04,12
209,Издали #403,Одежда,11605.91,22
210,Рот #114,Книги,35488.52,16
211,Конференция #146,Книги,48722.46,70
212,Смеяться #814,Книги,47221.25,81
213,Командующий #205,Дом,43674.17,73
214,Выражение #580,Книги,24092.1,43
215,Песенка #152,Одежда,12848.18,61
216,Самостоятельно #941,Электроника,3547.57,62
217,Райком #690,Электроника,31583.45,6
218,Дурацкий #252,Одежда,40613.76,38
219,Головной #354,Электроника,6187.04,97
220,Лапа #720,Дом,29927.5,79
221,Жестокий #894,Одежда,26271.85,57
222,Понятный #404,Дом,43050.28,54
223,Развернуться #682,Книги,31165.06,78
224,Эпоха #881,Электроника,10627.06,27
225,Неожиданный #776,Книги,4335.02,30
226,Похороны #665,Одежда,4030.72,0
227,Очко #561,Дом,34561.75,60
228,Господь #133,Книги,11804.37,90
229,Миг #819,Книги,43022.45,9
230,Голубчик #370,Одежда,39455.05,80
231,Пол #777,Спорт,40254.11,25
232,Ярко #217,Дом,27364.75,82
233,Около #372,Одежда,41383.57,9
234,Соответствие #269,Электроника,39693.64,76
235,Расстегнуть #395,Спорт,22125.93,59
236,Художественный #816,Книги,20304.67,34
237,Горький #652,Спорт,24841.62,10
238,Кожа #140,Спорт,44504.32,94
239,Космос #718,Книги,12743.28,11
240,Оборот #790,Одежда,41847.14,73
241,Шлем #121,Спорт,49978.75,86
242,Угол #690,Книги,2299.51,96
243,Развитый #581,Одежда,26092.5,56
244,Экзамен #285,Книги,49848.19,55
245,Народ #193,Дом,23659.52,52
246,Рабочий #428,Книги,33605.64,20
247,Встать #521,Книги,34775.58,36
248,Посвятить #933,Дом,38096.84,4
249,Желание #190,Дом,15931.5,41
250,Разнообразный #891,Электроника,20387.5,65
251,Миллиард #773,Электроника,43507.56,59
252,Вывести #155,Дом,9622.85,46
253,Опасность #874,Спорт,25075.11,56
254,Ленинград #308,Электроника,13572.7,16
255,Радость #548,Книги,44078.08,62
256,Одиннадцать #129,Электроника,48665.4,77
257,Конструкция #826,Одежда,8171.39,70
258,Желание #665,Электроника,20577.14,28
259,Ныне #572,Электроника,47368.92,82
260,Дремать #610,Одежда,46652.86,37
261,Рай #822,Спорт,13889.22,61
262,Доставать #349,Дом,23002.29,18
263,Угол #295,Дом,46116.85,65
264,Рабочий #984,Одежда,3769.56,98
265,Невыносимый #448,Дом,46732.15,64
266,Оборот #940,Книги,427.49,92
267,Умирать #957,Книги,29470.8,84
268,Цепочка #986,Дом,7685.19,68
269,Сынок #453,Дом,16822.27,97
270,Разуметься #486,Спорт,22930.63,41
271,Ведь #814,Одежда,12168.64,49
272,Сынок #976,Одежда,38844.56,5
273,Стакан #862,Книги,23806.92,48
274,Добиться #779,Дом,39681.96,83
275,Термин #607,Одежда,48251.77,16
276,Расстегнуть #704,Спорт,16800.14,12
277,Деньги #202,Дом,26439.77,58
278,Слать #839,Электроника,7464.52,83
279,Прелесть #176,Одежда,23633.68,33
280,Актриса #738,Книги,34727.42,83
281,Падать #972,Электроника,16629.71,86
282,Разнообразный #489,Спорт,47720.74,80
283,Какой #993,Дом,27188.5,79
284,Пол #340,Электроника,31668.7,36
285,Постоянный #864,Одежда,4791.85,12
286,Забирать #554,Электроника,8568.33,38
287,Равнодушный #147,Электроника,16421.42,7
288,Вскакивать #467,Книги,18929.6,18
289,Дрогнуть #643,Одежда,20778.97,87
290,Деловой #274,Одежда,9000.95,78
291,Неправда #734,Дом,34251.79,63
292,Развитый #246,Спорт,11839.77,81
293,Монета #570,Книги,12989.74,1
294,Пропасть #394,Дом,33977.26,20
295,Плясать #552,Электроника,47278.21,75
296,Выраженный #754,Книги,48112.84,88
297,Обида #567,Книги,42311.61,25
298,Витрина #973,Дом,24315.44,30
299,Спалить #685,Дом,18140.27,37
300,Некоторый #122,Книги,48903.84,84
301,Печатать #381,Дом,702.47,87
302,Мгновение #720,Электроника,37335.06,36
303,Изба #721,Одежда,40156.02,28
304,Дремать #735,Одежда,12756.15,96
305,Приличный #743,Одежда,5129.05,80
306,Неожиданный #416,Электроника,39493.94,4
307,Поговорить #473,Спорт,36698.28,11
308,Естественный #434,Книги,37449.8,22
309,Дорогой #235,Одежда,39389.69,46
310,Пересечь #613,Спорт,45700.3,21
311,Встать #944,Книги,47226.13,37
312,Лиловый #923,Книги,6023.93,9
313,Солнце #872,Одежда,48335.06,86
314,Бегать #966,Дом,40288.01,46
315,Заработать #909,Электроника,19910.36,33
316,Процесс #226,Спорт,22902.87,86
317,Четко #698,Книги,19236.97,81
318,Бабочка #210,Книги,33839.38,60
319,Плясать #734,Электроника,44246.47,71
320,Иной #724,Книги,11301.95,8
321,Смертельный #817,Дом,15318.85,52
322,Князь #243,Электроника,2553.74,4
323,Четыре #604,Книги,6071.19,30
324,Затянуться #238,Спорт,19615.7,47
325,Монета #529,Спорт,29490.82,93
326,Устройство #524,Одежда,32849.62,62
327,Один #517,Спорт,46970.94,35
328,Полностью #806,Электроника,18715.34,56
329,Заложить #341,Дом,42815.87,12
330,Грудь #657,Книги,45114.3,82
331,Вздрагивать #162,Книги,20087.54,24
332,Коллектив #968,Электроника,41262.3,11
333,Падать #757,Одежда,32082.8,2
334,Дрогнуть #905,Электроника,16875.41,16
335,Пастух #310,Спорт,3709.92,97
336,Еврейский #312,Спорт,29443.24,29
337,Материя #892,Книги,7633.44,76
338,Применяться #383,Электроника,42962.78,18
339,Возникновение #653,Одежда,12757.51,22
340,За #776,Электроника,43362.46,16
341,Слишком #466,Электроника,39562.24,30
342,Спасть #431,Спорт,1084.32,33
343,Приходить #229,Электроника,37163.39,67
344,Оборот #863,Электроника,3458.83,57
345,Какой #625,Книги,29805.2,57
346,Бетонный #326,Спорт,47287.16,5
347,Анализ #408,Спорт,23064.71,3
348,Задрать #590,Электроника,42410.74,54
349,Болото #602,Электроника,35706.35,56
350,Секунда #182,Электроника,16308.96,18
351,Ведь #229,Электроника,13968.3,81
352,Уточнить #661,Спорт,35693.99,48
353,Казнь #643,Спорт,14956.42,64
354,Полностью #540,Спорт,5229.17,89
355,Казнь #973,Электроника,32839.23,98
356,Иной #838,Спорт,43314.97,55
357,Бабочка #333,Дом,20866.53,58
358,Заведение #525,Дом,36561.74,40
359,Пересечь #420,Дом,33355.86,47
360,Скользить #803,Одежда,46172.36,8
361,Развитый #951,Электроника,4542.61,55
362,Дыхание #862,Электроника,37018.16,16
363,Премьера #161,Спорт,29447.31,71
364,Миг #437,Спорт,33599.66,52
365,Приходить #994,Книги,33367.42,96
366,Выбирать #988,Дом,45817.43,6
367,Передо #714,Книги,15828.71,13
368,Табак #619,Спорт,10873.12,84
369,Плясать #329,Дом,42409.56,44
370,Рай #476,Спорт,6009.8,35
371,Сбросить #331,Спорт,40418.9,71
372,Ребятишки #728,Спорт,33846.34,71
373,Сустав #723,Электроника,46475.49,88
374,Заведение #129,Книги,9266.68,89
375,Важный #447,Книги,17745.86,23
376,Появление #679,Одежда,32970.03,8
377,Мучительно #858,Одежда,31768.65,3
378,Кузнец #864,Электроника,26664.99,48
379,Выдержать #564,Дом,17242.53,47
380,Багровый #838,Книги,16421.83,72
381,Сынок #186,Спорт,44202.11,19
382,Возможно #872,Одежда,31006.56,86
383,Место #378,Электроника,22322.71,54
384,Шлем #721,Дом,22269.6,34
385,Тесно #873,Одежда,25763.61,44
386,Дрогнуть #213,Дом,14377.35,86
387,Выкинуть #598,Спорт,26488.63,39
388,Неудобно #325,Электроника,19944.59,76
389,Валюта #107,Электроника,10459.83,27
390,Нервно #882,Одежда,12999.32,41
391,Ремень #107,Электроника,25020.05,55
392,Проход #232,Одежда,19196.31,90
393,Функция #612,Одежда,28068.56,85
394,Столетие #173,Книги,20034.44,94
395,Механический #546,Электроника,1231.45,9
396,Тюрьма #689,Книги,21635.43,51
397,Низкий #396,Дом,6024.12,2
398,Радость #275,Книги,40125.71,79
399,Советовать #951,Дом,34573.62,46
400,Свежий #547,Электроника,42270.87,31
401,Покинуть #703,Дом,20202.36,10
402,Бабочка #991,Дом,15720.65,43
403,Пересечь #441,Одежда,39022.16,9
404,Пространство #748,Спорт,5967.12,65
405,Спорт #894,Одежда,17663.95,93
406,Художественный #341,Одежда,5409.39,32
407,Важный #277,Одежда,30239.23,97
408,Правление #281,Электроника,47579.22,80
409,Порода #575,Дом,37795.96,97
410,Снимать #559,Спорт,34152.33,72
411,Снимать #430,Спорт,43253.07,80
412,Степь #254,Книги,22156.21,60
413,Новый #746,Дом,15350.18,35
414,Школьный #157,Спорт,17791.53,9
415,Инструкция #572,Книги,22760.12,7
416,Естественный #951,Книги,14567.73,82
417,Горький #729,Электроника,29825.77,49
418,Палка #694,Дом,27849.52,94
419,Степь #560,Электроника,45479.78,73
420,Разнообразный #429,Одежда,30368.79,64
421,Иной #163,Одежда,22691.0,43
422,Указанный #616,Электроника,32412.52,5
423,Набор #824,Одежда,22056.59,56
424,Команда #635,Спорт,30607.33,46
425,Ярко #389,Книги,19554.6,99
426,Разнообразный #795,Книги,30014.93,80
427,Кольцо #167,Книги,16685.63,71
428,Госпожа #390,Дом,12824.19,84
429,Помимо #994,Спорт,7773.55,10
430,Коллектив #779,Спорт,7328.99,44
431,Витрина #771,Книги,35014.45,50
432,Медицина #709,Одежда,35529.05,10
433,Прощение #672,Книги,19020.96,42
434,Багровый #786,Одежда,35230.69,94
435,Запеть #195,Спорт,32407.43,54
436,Следовательно #470,Спорт,1206.06,39
437,Дурацкий #319,Одежда,17284.1,98
438,Ночь #296,Дом,11559.19,17
439,Невыносимый #179,Одежда,15000.87,100
440,Оставить #619,Электроника,38612.47,94
441,Инструкция #138,Спорт,33197.88,98
442,Печатать #234,Спорт,29983.15,19
443,Запретить #285,Одежда,41617.85,98
444,Тута #928,Спорт,45162.0,92
445,Промолчать #144,Дом,20719.67,86
446,Расстегнуть #554,Одежда,30646.59,96
447,Пол #339,Дом,26840.35,39
448,Изредка #955,Дом,9942.6,86
449,Правление #551,Спорт,23245.49,36
450,Умолять #614,Дом,26514.75,20
451,Применяться #920,Одежда,30351.77,32
452,Витрина #756,Электроника,24185.36,47
453,При #205,Спорт,35656.63,66
454,Карандаш #391,Электроника,4468.59,20
455,Разводить #560,Книги,45293.72,18
456,Сустав #193,Дом,47336.74,28
457,Невозможно #457,Дом,46544.45,53
458,Носок #505,Электроника,25249.75,30
459,Заведение #183,Дом,18933.16,3
460,Правый #201,Книги,42007.06,83
461,Материя #910,Книги,7558.65,4
462,Спасть #949,Книги,23781.01,17
463,Ночь #559,Дом,30882.81,10
464,Самостоятельно #362,Электроника,11018.04,19
465,Проход #844,Спорт,30561.34,54
466,Строительство #894,Электроника,14618.65,38
467,Сынок #148,Электроника,12150.44,81
468,Освободить #568,Спорт,3421.52,63
469,Пространство #648,Спорт,1116.84,65
470,Поколение #347,Спорт,36011.65,37
471,Избегать #101,Дом,30856.04,30
472,Непривычный #526,Спорт,9609.5,85
473,Тревога #636,Электроника,48740.33,8
474,Затянуться #657,Спорт,25514.19,64
475,Мягкий #120,Спорт,19705.55,60
476,Полностью #750,Электроника,19528.0,47
477,Проход #865,Книги,1107.24,100
478,Угроза #453,Электроника,12283.96,84
479,Бегать #890,Электроника,29220.6,96
480,Кузнец #236,Книги,2503.48,69
481,Способ #933,Книги,32246.94,99
482,Карман #812,Дом,24083.0,23
483,Ремень #164,Одежда,35887.44,58
484,Реклама #400,Электроника,10319.07,25
485,Цвет #423,Электроника,46688.54,65
486,Июнь #934,Дом,27288.63,32
487,Войти #871,Электроника,32450.95,36
488,Ручей #982,Книги,39107.83,83
489,Народ #379,Книги,6486.41,47
490,Пасть #509,Дом,37242.39,49
491,Построить #291,Книги,24961.3,63
492,Танцевать #916,Книги,26108.01,10
493,Страсть #180,Дом,21701.18,23
494,Дальний #400,Спорт,16264.21,10
495,Господь #776,Книги,14993.31,57
496,Сравнение #834,Спорт,21477.97,88
497,Решетка #459,Дом,22522.34,93
498,Угроза #729,Книги,49908.08,35
499,Военный #176,Электроника,33657.84,51
500,За #625,Книги,40114.47,86
501,Спорт #131,Одежда,7396.14,77
502,Багровый #135,Дом,6573.63,30
503,Белье #470,Книги,19327.86,72
504,Рай #719,Электроника,7925.88,57
505,Столетие #480,Книги,22363.78,9
506,Дремать #240,Спорт,26614.16,50
507,Пасть #765,Книги,14150.88,14
508,Бочок #853,Электроника,9546.59,66
509,Спорт #675,Дом,6152.72,99
510,Наступать #820,Книги,22479.77,78
511,Экзамен #810,Книги,45849.0,62
512,Домашний #225,Одежда,7045.7,9
513,Способ #276,Дом,44964.35,56
514,Что #929,Электроника,34191.88,40
515,Деньги #826,Книги,3527.47,69
516,Число #407,Книги,42612.69,91
517,Лиловый #912,Одежда,18266.16,28
518,Полностью #305,Электроника,39665.66,30
519,Триста #126,Дом,18236.56,73
520,Бровь #578,Книги,40241.99,70
521,Горький #726,Одежда,44247.05,8
522,Расстройство #507,Книги,49979.87,92
523,Металл #638,Дом,20716.52,52
524,Пропасть #175,Спорт,6528.74,40
525,Изучить #560,Электроника,23451.91,66
526,Запретить #231,Книги,43934.62,99
527,Район #755,Спорт,29512.96,98
528,Число #543,Одежда,25292.33,7
529,Заявление #630,Электроника,7904.87,21
530,Разнообразный #430,Одежда,46756.47,28
531,Виднеться #631,Книги,44777.82,10
532,Житель #301,Книги,31862.34,70
533,Наткнуться #228,Книги,31363.61,78
534,Сходить #195,Спорт,25277.89,21
535,Изображать #694,Спорт,7963.46,84
536,Цель #837,Спорт,45129.44,43
537,Сравнение #142,Спорт,41314.24,3
538,Чувство #146,Электроника,47442.78,98
539,Задержать #371,Спорт,32661.16,98
540,Предоставить #526,Спорт,31019.99,3
541,Ярко #742,Дом,27415.2,82
542,Ягода #594,Книги,12470.43,87
543,Виднеться #404,Дом,22841.14,88
544,Рис #261,Электроника,22148.39,61
545,Угроза #308,Дом,17207.57,18
546,Космос #982,Книги,36002.64,93
547,Изменение #508,Книги,6799.08,47
548,Торговля #675,Спорт,5577.34,30
549,Находить #225,Дом,13593.34,31
550,Зарплата #199,Одежда,2815.08,49
551,Палата #528,Спорт,12639.03,20
552,Вообще #691,Книги,36140.08,24
553,Носок #610,Одежда,49799.68,59
554,Ныне #415,Дом,25019.3,11
555,Рот #617,Дом,23024.36,30
556,Командующий #697,Одежда,17838.89,6
557,Следовательно #606,Книги,29996.68,83
558,Салон #392,Дом,26973.53,13
559,Наткнуться #237,Дом,44158.05,93
560,Важный #882,Книги,20341.73,5
561,Космос #152,Дом,28643.0,24
562,Виднеться #666,Книги,14643.5,49
563,Дыхание #561,Спорт,38290.88,35
564,Спорт #796,Спорт,30668.84,16
565,Командующий #503,Электроника,18847.96,43
566,Счастье #474,Спорт,37821.77,25
567,Пересечь #621,Спорт,20248.94,5
568,Применяться #139,Электроника,7110.71,42
569,Полевой #631,Дом,23012.33,77
570,Госпожа #243,Спорт,16599.9,78
571,Тусклый #266,Книги,19829.84,78
572,Зеленый #707,Книги,17017.76,65
573,Пробовать #601,Спорт,35524.37,38
574,Заведение #935,Дом,1126.86,42
575,Услать #526,Электроника,29310.0,92
576,Основание #711,Электроника,23887.13,83
577,Освобождение #691,Спорт,11608.9,6
578,Ломать #591,Спорт,8774.45,80
579,Лиловый #893,Спорт,42106.01,18
580,Бабочка #132,Одежда,28756.74,89
581,Понятный #295,Электроника,1241.19,40
582,Виднеться #255,Дом,20824.12,26
583,Светило #613,Дом,38816.12,60
584,Точно #822,Электроника,7162.7,26
585,Тесно #432,Спорт,49906.71,61
586,Освобождение #485,Спорт,15893.5,22
587,Сынок #645,Дом,17313.65,45
588,Господь #724,Книги,24363.75,31
589,За #671,Книги,15135.41,38
590,Умирать #821,Книги,10601.71,90
591,Секунда #424,Дом,24146.23,71
592,Цепочка #394,Книги,6357.14,86
593,Освобождение #488,Спорт,44819.29,50
594,Освобождение #891,Книги,40289.41,37
595,Плод #394,Электроника,47779.09,10
596,Магазин #552,Книги,32901.81,95
597,Основание #319,Дом,10342.78,68
598,Юный #675,Книги,34899.71,17
599,Юный #730,Электроника,37122.28,30
600,Мелочь #151,Одежда,33590.75,67
601,Госпожа #753,Одежда,11871.98,12
602,Выбирать #438,Дом,35952.7,12
603,Пересечь #105,Одежда,48236.58,20
604,Заведение #768,Дом,46771.1,60
605,Тесно #766,Дом,10212.96,36
606,Покидать #392,Книги,32401.13,98
607,Ленинград #767,Электроника,28834.43,68
608,Вперед #279,Электроника,21068.88,22
609,Отъезд #956,Электроника,20030.63,63
610,Свежий #866,Одежда,48117.93,37
611,Конструкция #109,Электроника,15130.09,77
612,Парень #443,Электроника,14442.71,82
613,Тусклый #636,Спорт,24847.45,17
614,Неправда #579,Спорт,13860.0,14
615,Другой #266,Книги,36636.63,82
616,Роскошный #835,Книги,9554.09,94
617,Спорт #909,Книги,14962.71,86
618,Бак #279,Одежда,30664.44,81
619,Полюбить #946,Дом,21556.85,41
620,Плод #510,Электроника,33562.02,23
621,Упор #588,Одежда,16383.0,31
622,Сомнительный #367,Электроника,19363.65,57
623,Цвет #437,Книги,15306.71,92
624,Передо #111,Спорт,13299.19,46
625,Каюта #163,Одежда,33488.97,59
626,Мелочь #263,Книги,20449.21,64
627,Поставить #806,Книги,6135.56,37
628,Палата #729,Книги,11276.21,17
629,Набор #256,Дом,22912.44,77
630,Число #525,Книги,35186.45,60
631,Космос #921,Спорт,33305.49,27
632,Гулять #796,Одежда,37810.56,100
633,Товар #638,Электроника,22503.37,90
634,Конференция #179,Книги,45887.06,14
635,Правильный #948,Электроника,27518.17,64
636,Применяться #686,Одежда,26972.01,21
637,Теория #974,Книги,26160.97,14
638,Экзамен #834,Одежда,29282.44,11
639,Потянуться #556,Спорт,40492.0,58
640,Витрина #625,Одежда,20946.6,72
641,Заведение #672,Электроника,23280.2,39
642,Оставить #505,Электроника,12946.52,0
643,Близко #692,Одежда,3929.57,54
644,За #817,Книги,3468.87,7
645,Роса #583,Электроника,1877.22,52
646,Пропадать #887,Одежда,7030.81,82
647,Изучить #483,Дом,49644.97,48
648,Ныне #990,Дом,45880.62,48
649,Дорогой #182,Дом,34231.7,84
650,Отметить #236,Спорт,32780.64,44
651,За #282,Электроника,49644.48,50
652,Хлеб #230,Спорт,36474.55,28
653,Неудобно #874,Электроника,1429.95,38
654,Командир #789,Дом,36038.97,54
655,Выраженный #488,Спорт,41221.01,31
656,Ленинград #454,Дом,8009.53,24
657,Вскакивать #132,Электроника,40531.07,53
658,Увеличиваться #884,Спорт,46831.03,2
659,Умирать #311,Одежда,3644.36,76
660,Пробовать #557,Электроника,30009.91,90
661,Покинуть #350,Электроника,37104.89,51
662,Полевой #339,Дом,27126.06,96
663,Палец #243,Электроника,25343.62,37
664,Смертельный #935,Одежда,45844.93,73
665,Редактор #691,Книги,30016.51,86
666,Художественный #342,Книги,15297.69,18
667,Непривычный #326,Спорт,20853.94,35
668,Художественный #670,Электроника,47441.46,94
669,Еврейский #741,Одежда,34033.88,71
670,Тяжелый #148,Дом,48622.82,82
671,Интернет #904,Дом,26365.81,89
672,Трясти #518,Дом,7716.12,48
673,Командование #872,Одежда,27035.03,30
674,Сверкать #407,Одежда,42919.8,18
675,Изображать #159,Дом,28250.58,53
676,Палец #642,Спорт,6964.41,31
677,Тюрьма #308,Книги,16714.07,10
