order_id,customer_id,order_date,status
380,173,2025-08-21,доставлен
381,280,2026-05-18,оплачен
382,172,2025-06-13,новый
383,87,2026-03-07,доставлен
384,69,2025-09-25,новый
385,42,2024-07-09,новый
386,334,2025-03-19,доставлен
387,355,2026-05-22,оплачен
388,231,2026-05-14,отгружен
389,256,2024-09-20,доставлен
390,179,2024-11-30,отгружен
391,317,2026-06-05,отгружен
392,395,2023-11-25,доставлен
393,58,2026-03-14,доставлен
394,91,2026-05-15,оплачен
395,129,2025-11-14,отгружен
396,474,2025-10-30,доставлен
397,264,2024-12-09,оплачен
398,102,2024-06-04,доставлен
399,122,2025-10-05,доставлен
400,249,2026-01-02,новый
401,92,2025-11-01,отгружен
402,324,2025-07-04,отгружен
403,17,2026-06-08,доставлен
404,437,2026-03-24,отгружен
405,310,2025-06-11,оплачен
406,497,2026-01-29,доставлен
407,251,2025-12-17,доставлен
408,143,2025-09-01,новый
409,223,2023-12-09,доставлен
410,23,2025-09-08,новый
411,272,2024-12-30,отгружен
412,43,2025-05-18,доставлен
413,487,2024-10-13,оплачен
414,246,2025-11-07,доставлен
415,383,2024-07-14,доставлен
416,405,2025-08-06,доставлен
417,37,2026-02-22,отгружен
418,386,2026-05-20,оплачен
419,318,2026-06-07,доставлен
420,455,2025-05-23,новый
421,188,2026-06-09,оплачен
422,71,2026-04-17,доставлен
423,245,2025-07-14,доставлен
424,386,2026-04-12,доставлен
425,258,2024-10-20,доставлен
426,177,2024-08-26,отгружен
427,273,2026-04-09,доставлен
428,410,2026-06-09,доставлен
429,457,2026-04-02,доставлен
430,148,2025-07-07,доставлен
431,58,2026-03-08,доставлен
432,12,2024-12-09,оплачен
433,228,2025-01-18,доставлен
434,12,2026-03-16,доставлен
435,331,2025-11-26,отгружен
436,304,2024-04-05,доставлен
437,291,2025-12-30,оплачен
438,248,2026-05-28,отгружен
439,76,2025-12-24,отгружен
440,275,2024-08-21,оплачен
441,122,2025-11-23,оплачен
442,106,2025-11-18,доставлен
443,76,2025-08-30,отгружен
444,472,2024-08-28,новый
445,3,2024-02-08,доставлен
446,152,2025-03-24,отгружен
447,342,2025-08-14,оплачен
448,353,2026-03-11,оплачен
449,60,2025-05-21,отгружен
450,48,2023-11-22,отгружен
451,401,2026-05-16,доставлен
452,276,2026-06-03,доставлен
453,100,2025-09-16,отгружен
454,185,2026-06-09,отгружен
455,7,2025-08-09,оплачен
456,111,2025-12-01,доставлен
457,84,2025-10-06,доставлен
458,307,2026-01-06,новый
459,172,2025-05-08,новый
460,469,2023-08-06,оплачен
461,291,2025-09-27,доставлен
462,149,2025-11-20,доставлен
463,428,2025-07-24,доставлен
464,406,2025-07-24,новый
465,428,2025-02-28,доставлен
466,214,2026-01-07,оплачен
467,497,2025-09-26,новый
468,445,2025-09-12,оплачен
469,263,2026-05-24,доставлен
470,298,2026-06-09,новый
471,84,2025-03-25,новый
472,149,2026-05-14,оплачен
473,94,2026-04-18,доставлен
474,424,2024-03-04,доставлен
475,186,2026-02-24,новый
476,266,2026-05-14,оплачен
477,112,2025-07-31,оплачен
478,315,2025-02-15,доставлен
479,214,2025-11-25,отгружен
480,473,2025-11-16,новый
481,456,2026-04-22,доставлен
482,156,2026-03-25,новый
483,117,2023-11-09,отгружен
484,354,2025-08-20,доставлен
485,388,2025-06-01,отгружен
486,263,2026-02-03,доставлен
487,155,2024-02-18,доставлен
488,301,2025-11-23,доставлен
489,47,2026-06-06,оплачен
490,181,2026-05-22,оплачен
491,292,2026-02-05,новый
492,494,2025-12-31,оплачен
493,472,2026-06-09,доставлен
494,226,2026-05-31,доставлен
495,195,2026-05-30,отгружен
496,239,2026-04-04,оплачен
497,361,2025-09-28,оплачен
498,198,2026-02-07,оплачен
499,284,2025-11-03,отгружен
500,189,2025-09-28,оплачен
501,338,2025-04-16,доставлен
502,356,2026-02-10,доставлен
503,34,2026-05-07,отгружен
504,433,2026-02-14,доставлен
505,372,2026-01-22,отгружен
506,388,2025-06-08,доставлен
507,309,2024-05-04,доставлен
508,129,2025-01-06,отгружен
509,16,2024-12-01,новый
510,348,2026-06-03,новый
511,168,2024-06-16,оплачен
512,385,2025-11-04,доставлен
513,255,2025-11-30,отгружен
514,280,2026-04-28,новый
515,231,2026-01-09,отгружен
516,286,2026-05-19,доставлен
517,221,2026-03-13,оплачен
518,346,2026-02-15,отгружен
519,288,2026-04-01,доставлен
520,498,2026-05-30,отгружен
521,15,2026-06-08,доставлен
522,415,2025-09-14,доставлен
523,175,2026-06-06,отгружен
524,339,2026-01-08,оплачен
525,44,2024-10-22,доставлен
526,173,2025-06-06,оплачен
527,291,2025-10-21,доставлен
528,12,2026-04-30,доставлен
529,414,2026-02-25,отгружен
530,416,2026-02-28,доставлен
531,104,2025-10-25,отгружен
532,136,2026-03-07,новый
533,368,2026-05-31,доставлен
534,35,2026-04-23,доставлен
535,334,2025-02-18,доставлен
536,161,2025-07-10,оплачен
537,391,2025-02-23,доставлен
538,110,2025-06-20,доставлен
539,437,2025-08-29,доставлен
540,268,2026-03-15,оплачен
541,392,2023-11-20,отгружен
542,105,2025-11-05,доставлен
543,83,2024-09-08,оплачен
544,99,2025-10-26,новый
545,224,2023-12-30,отгружен
546,405,2025-08-04,доставлен
547,249,2025-10-29,доставлен
548,161,2025-11-23,доставлен
549,454,2026-05-18,новый
550,377,2026-03-20,доставлен
551,487,2024-09-06,доставлен
552,308,2026-01-30,оплачен
553,381,2026-04-14,оплачен
554,497,2024-06-20,оплачен
555,274,2025-09-19,отгружен
556,494,2026-02-23,оплачен
557,189,2025-06-15,доставлен
558,18,2025-07-20,доставлен
559,123,2026-02-02,оплачен
560,463,2026-01-24,доставлен
561,440,2026-02-04,отгружен
562,475,2025-05-29,доставлен
563,153,2026-01-08,оплачен
564,405,2026-01-05,новый
565,212,2026-02-24,доставлен
566,358,2026-05-13,оплачен
567,374,2025-11-15,доставлен
568,329,2024-08-10,доставлен
569,206,2026-05-27,оплачен
570,128,2025-01-19,доставлен
571,211,2024-06-05,доставлен
572,134,2025-02-28,оплачен
573,44,2024-01-31,отгружен
574,484,2024-10-15,доставлен
575,332,2024-12-27,доставлен
576,102,2025-01-08,оплачен
577,77,2025-01-01,новый
578,368,2026-05-11,доставлен
579,61,2026-02-26,оплачен
580,148,2026-01-25,доставлен
581,111,2025-12-27,доставлен
582,215,2025-08-06,оплачен
583,317,2026-03-14,отгружен
584,332,2024-12-16,отгружен
585,499,2026-01-17,доставлен
586,377,2026-04-04,доставлен
587,27,2025-11-10,отгружен
588,311,2024-06-10,доставлен
589,259,2025-07-27,доставлен
590,496,2025-07-30,доставлен
591,87,2025-09-16,доставлен
592,272,2025-06-02,отгружен
593,66,2024-06-11,отгружен
594,314,2026-04-01,доставлен
595,252,2026-03-20,доставлен
596,326,2025-02-15,доставлен
597,118,2024-07-25,оплачен
598,60,2025-11-28,доставлен
599,235,2024-12-02,отгружен
600,445,2026-02-01,оплачен
601,300,2024-11-08,оплачен
602,472,2024-03-29,новый
603,146,2026-04-19,доставлен
604,429,2024-08-30,отгружен
605,338,2026-05-08,отгружен
606,169,2026-05-06,доставлен
607,376,2026-05-29,доставлен
608,145,2024-11-06,отгружен
609,488,2025-03-07,доставлен
610,123,2026-05-16,доставлен
611,400,2026-01-07,отгружен
612,153,2026-03-31,отгружен
613,309,2024-07-27,оплачен
614,251,2025-08-23,отгружен
615,47,2026-06-01,доставлен
616,21,2025-11-24,доставлен
617,477,2025-08-24,отгружен
618,224,2026-03-15,новый
619,268,2026-04-01,отгружен
620,56,2024-01-30,доставлен
621,417,2025-03-03,оплачен
622,9,2026-04-11,оплачен
623,24,2026-06-09,новый
624,231,2025-01-28,доставлен
625,109,2026-04-29,оплачен
626,223,2023-11-30,доставлен
627,88,2025-04-23,доставлен
628,309,2024-04-18,доставлен
629,354,2025-11-22,доставлен
630,65,2025-09-08,оплачен
631,357,2025-11-13,доставлен
632,224,2024-04-04,доставлен
633,243,2026-01-08,отгружен
634,379,2025-05-18,доставлен
635,104,2025-08-20,оплачен
636,434,2024-09-23,доставлен
637,284,2026-02-21,доставлен
638,263,2026-03-02,доставлен
639,366,2025-09-28,новый
640,284,2025-11-07,новый
641,481,2024-07-21,доставлен
642,372,2025-03-21,оплачен
643,466,2026-05-07,доставлен
644,453,2026-01-23,оплачен
645,377,2026-03-29,отгружен
646,107,2026-06-08,оплачен
647,103,2026-03-07,оплачен
648,121,2026-05-29,оплачен
649,452,2025-05-17,оплачен
650,414,2026-01-01,новый
651,115,2025-11-12,отгружен
652,459,2026-02-20,оплачен
653,362,2026-03-03,новый
654,313,2024-11-23,доставлен
655,323,2024-04-18,оплачен
656,373,2025-06-08,оплачен
657,79,2024-05-03,доставлен
658,497,2025-02-21,отгружен
659,147,2026-03-23,доставлен
660,387,2024-09-03,отгружен
661,404,2025-07-09,оплачен
662,186,2026-06-09,доставлен
663,484,2026-05-02,новый
664,32,2026-04-24,отгружен
665,78,2026-06-03,доставлен
666,410,2026-04-13,доставлен
667,359,2025-05-15,доставлен
668,424,2026-04-24,оплачен
669,229,2026-05-29,доставлен
670,177,2025-03-03,доставлен
671,44,2023-12-19,новый
672,267,2026-04-27,доставлен
673,283,2026-03-16,отгружен
674,456,2026-03-25,доставлен
675,217,2025-12-28,доставлен
676,133,2024-08-20,доставлен
677,230,2024-12-27,оплачен
678,298,2026-05-31,доставлен
679,154,2025-12-24,оплачен
680,366,2025-07-03,отгружен
681,99,2025-11-02,доставлен
682,425,2026-03-25,отгружен
683,244,2026-05-09,оплачен
684,207,2024-10-18,доставлен
685,256,2026-05-31,доставлен
686,422,2025-07-28,оплачен
687,496,2026-01-03,доставлен
688,383,2024-09-19,оплачен
689,437,2026-02-25,отгружен
690,21,2025-10-16,доставлен
691,156,2026-04-14,оплачен
692,402,2025-08-09,доставлен
693,456,2026-04-06,оплачен
694,2,2025-06-27,оплачен
695,294,2026-06-07,отгружен
696,428,2026-02-01,доставлен
697,236,2026-02-15,доставлен
698,46,2025-06-25,доставлен
699,174,2025-12-23,доставлен
700,444,2024-11-07,оплачен
701,159,2025-11-30,доставлен
702,99,2026-03-19,доставлен
703,97,2025-01-15,доставлен
704,93,2024-08-03,доставлен
705,425,2026-03-18,доставлен
706,206,2026-03-29,доставлен
707,93,2024-07-13,отгружен
708,278,2026-04-25,оплачен
709,79,2024-08-18,отгружен
710,93,2024-08-08,новый
711,164,2026-03-23,оплачен
712,123,2024-06-10,доставлен
713,487,2024-04-24,оплачен
714,209,2026-04-14,новый
715,468,2026-01-31,доставлен
716,346,2026-02-22,оплачен
717,291,2025-08-16,отгружен
718,105,2025-07-21,доставлен
719,401,2026-06-04,оплачен
720,417,2026-02-24,отгружен
721,478,2026-01-29,доставлен
722,195,2026-01-06,доставлен
723,83,2025-09-18,доставлен
724,63,2025-11-04,доставлен
725,313,2025-10-11,доставлен
726,386,2026-04-20,доставлен
727,175,2026-05-25,оплачен
728,473,2025-12-21,новый
729,212,2026-01-11,доставлен
730,42,2025-04-04,доставлен
731,228,2024-03-07,доставлен
732,199,2026-04-16,оплачен
733,190,2026-06-08,доставлен
734,349,2026-04-18,доставлен
735,156,2026-01-14,доставлен
736,19,2025-07-25,оплачен
737,203,2026-02-22,оплачен
738,88,2025-05-18,доставлен
739,290,2025-01-13,оплачен
740,478,2026-05-26,доставлен
741,401,2026-06-05,оплачен
742,130,2026-05-18,доставлен
743,27,2026-01-22,доставлен
744,349,2024-10-18,доставлен
745,115,2026-06-01,новый
746,172,2025-10-13,новый
747,217,2024-12-13,доставлен
748,321,2025-10-15,новый
749,479,2026-05-24,отгружен
750,123,2026-06-04,доставлен
751,318,2026-05-20,отгружен
752,64,2024-11-15,новый
753,161,2025-06-03,доставлен
754,29,2025-02-16,отгружен
755,287,2025-04-16,новый
756,404,2026-03-27,доставлен
757,408,2026-04-06,отгружен
758,401,2026-05-13,новый
759,7,2025-08-01,доставлен
760,464,2026-05-13,доставлен
761,372,2025-08-26,доставлен
762,31,2025-11-21,оплачен
763,160,2026-02-08,доставлен
764,309,2024-05-25,отгружен
765,348,2026-03-18,оплачен
766,440,2024-09-13,новый
767,403,2026-03-16,новый
768,355,2026-06-08,доставлен
769,494,2026-05-24,отгружен
770,54,2024-05-10,отгружен
771,328,2025-02-08,оплачен
772,123,2025-06-20,отгружен
773,106,2026-02-09,отгружен
774,285,2025-05-05,оплачен
775,300,2024-12-25,доставлен
776,146,2026-01-28,оплачен
777,101,2023-10-17,новый
778,336,2026-06-03,доставлен
779,157,2026-04-19,отгружен
780,410,2026-05-15,доставлен
781,407,2025-10-17,оплачен
782,220,2025-04-06,доставлен
783,301,2025-07-03,оплачен
784,28,2026-06-04,доставлен
785,496,2025-02-09,доставлен
786,315,2025-12-04,новый
787,192,2026-05-26,отгружен
788,356,2026-04-02,отгружен
789,333,2026-04-10,новый
790,442,2025-06-16,оплачен
791,293,2026-01-15,оплачен
792,228,2024-02-24,доставлен
793,263,2026-05-17,доставлен
794,412,2025-12-27,отгружен
795,227,2026-03-06,оплачен
796,432,2025-08-03,доставлен
797,51,2025-07-28,оплачен
798,346,2024-07-03,отгружен
799,98,2025-06-07,доставлен
800,5,2026-05-10,доставлен
801,485,2025-07-13,отгружен
802,263,2026-04-06,доставлен
803,108,2025-06-18,отгружен
804,417,2024-08-12,отгружен
805,395,2024-02-09,доставлен
806,192,2025-11-28,оплачен
807,428,2025-12-19,отгружен
808,386,2025-10-16,отгружен
809,12,2024-09-03,доставлен
810,488,2025-11-05,доставлен
811,444,2025-10-05,отгружен
812,198,2024-12-15,оплачен
813,328,2025-08-15,доставлен
814,284,2025-11-15,оплачен
815,467,2026-05-28,доставлен
816,338,2025-09-24,доставлен
817,168,2023-09-13,доставлен
818,215,2024-09-24,отгружен
819,67,2025-12-27,доставлен
820,82,2026-05-11,доставлен
821,142,2025-03-30,оплачен
822,270,2025-02-01,отгружен
823,21,2026-04-16,доставлен
824,178,2025-08-20,доставлен
825,213,2026-05-08,оплачен
826,358,2025-11-08,доставлен
827,141,2025-11-11,доставлен
828,372,2025-10-03,доставлен
829,391,2025-06-14,доставлен
830,231,2025-12-25,оплачен
831,14,2024-10-30,новый
832,382,2025-08-04,отгружен
833,129,2026-06-06,оплачен
834,35,2026-04-22,новый
835,242,2026-01-20,доставлен
836,151,2026-01-23,оплачен
837,347,2024-03-11,оплачен
838,458,2025-09-24,доставлен
839,429,2025-05-13,доставлен
840,200,2024-12-24,доставлен
841,393,2025-11-22,оплачен
842,103,2026-05-06,новый
843,343,2024-09-11,новый
844,86,2024-01-08,новый
845,321,2024-10-04,оплачен
846,481,2025-03-29,отгружен
847,166,2025-12-15,оплачен
848,235,2024-11-17,оплачен
849,23,2025-02-13,новый
850,256,2025-08-13,доставлен
851,88,2025-04-26,оплачен
852,357,2025-05-09,отгружен
853,390,2025-07-01,доставлен
854,172,2026-03-31,новый
855,258,2024-12-14,доставлен
856,378,2026-01-16,отгружен
857,71,2026-04-09,отгружен
858,105,2024-11-26,доставлен
859,485,2026-01-12,отгружен
860,406,2025-07-24,доставлен
861,434,2026-06-02,доставлен
862,128,2026-04-17,доставлен
863,165,2025-05-07,оплачен
864,489,2024-11-23,оплачен
865,47,2026-06-09,оплачен
866,260,2026-04-23,новый
867,126,2025-10-30,отгружен
868,496,2025-11-11,доставлен
869,41,2024-06-25,доставлен
870,217,2024-10-29,доставлен
871,391,2025-04-17,отгружен
872,79,2023-09-13,доставлен
873,157,2025-10-04,отгружен
874,70,2026-04-30,доставлен
875,3,2025-04-30,новый
876,474,2025-12-11,отгружен
877,158,2023-10-26,доставлен
878,198,2026-04-06,доставлен
879,491,2025-04-17,оплачен
880,353,2024-05-24,отгружен
881,377,2026-04-15,оплачен
882,362,2025-12-11,доставлен
883,234,2026-01-29,доставлен
884,297,2026-03-12,доставлен
