history_id,employee_id,change_date,new_salary
501,191,2025-03-13,81704
502,192,2025-07-03,105750
503,192,2026-04-10,126991
504,193,1977-06-27,105836
505,194,2001-04-30,36021
506,194,2003-03-05,36345
507,194,2007-09-27,75054
508,194,2019-12-22,108937
509,195,2019-01-18,125823
510,196,2005-05-30,32134
511,196,2006-09-09,90238
512,196,2011-04-22,121691
513,197,2026-05-20,89808
514,198,2025-06-15,30011
515,198,2025-07-02,37230
516,198,2025-09-26,37479
517,198,2026-05-24,44705
518,199,2022-06-18,47290
519,199,2024-07-16,56518
520,199,2024-10-25,86072
521,199,2025-01-15,120255
522,199,2025-09-12,137880
523,200,2001-01-18,50837
524,200,2016-11-21,65916
525,200,2018-09-11,69566
526,200,2024-05-22,98153
527,201,1999-05-25,82516
528,202,2025-11-22,32700
529,202,2026-06-05,59080
530,203,2020-06-19,59615
531,203,2024-10-07,62280
532,204,1988-09-09,36787
533,204,2012-06-17,81949
534,204,2018-07-09,129539
535,205,2026-03-14,45344
536,205,2026-04-03,58130
537,205,2026-05-19,70433
538,206,1994-06-28,42475
539,206,2018-01-29,122235
540,206,2019-09-01,127404
541,207,2025-04-21,128815
542,208,2025-10-06,38696
543,208,2026-02-27,79210
544,209,2026-04-17,59167
545,209,2026-05-21,64042
546,209,2026-06-05,66111
547,210,2006-06-20,89986
548,211,2004-05-09,45806
549,211,2010-08-20,137100
550,211,2012-05-29,148794
551,212,2006-06-29,39283
552,212,2007-11-13,47324
553,212,2008-07-24,85353
554,212,2019-11-28,92613
555,212,2024-09-10,119482
556,213,2025-09-11,41708
557,213,2025-11-28,119569
558,214,1987-04-20,36712
559,214,1988-06-23,36763
560,214,2006-03-23,72850
561,215,2003-09-24,69223
562,215,2014-01-03,143364
563,216,2020-09-16,51813
564,217,2012-06-07,38725
565,217,2016-06-14,39362
566,217,2019-01-12,66318
567,218,2019-07-11,105771
568,219,2010-09-19,109995
569,219,2012-02-10,115199
570,219,2021-09-11,145708
571,220,1995-07-02,101385
572,221,2011-02-22,57925
573,221,2025-01-01,145458
574,222,1991-10-09,39920
575,222,1999-03-22,56981
576,222,2013-08-05,74663
577,223,2012-10-15,58992
578,223,2013-12-01,86358
579,223,2020-08-13,89941
580,224,2000-09-01,31646
581,224,2012-06-20,43280
582,225,2005-04-29,123283
583,226,2018-05-24,55292
584,227,2003-12-01,76076
585,227,2009-06-17,86280
586,227,2011-01-23,104569
587,228,2022-12-05,39163
588,228,2026-01-08,90940
589,229,2013-05-13,114491
590,229,2023-01-26,116983
591,230,2019-10-24,120694
592,231,2022-05-07,108644
593,231,2026-03-02,124526
594,231,2026-04-18,130476
595,232,2014-01-19,75251
596,232,2014-06-09,81050
597,232,2015-08-23,87537
598,233,2024-05-13,124518
599,234,2024-12-17,36732
600,234,2025-04-11,39884
601,234,2026-03-10,46965
602,234,2026-04-30,56011
603,235,1978-11-05,33090
604,235,1990-03-29,42252
605,235,2018-10-12,42799
606,236,2013-02-10,114694
607,236,2025-11-09,143150
608,237,2009-01-09,116858
609,238,2018-05-08,61370
610,238,2018-07-21,80578
611,238,2021-04-23,94865
612,238,2023-12-31,141498
613,239,2021-05-18,76342
614,240,2016-01-22,107847
615,240,2017-08-18,144662
616,241,2022-03-12,41947
617,242,2020-06-17,30790
618,242,2022-02-24,50740
619,242,2023-01-13,53664
620,242,2024-07-10,82437
621,243,2014-06-03,137218
622,244,2022-10-31,52645
623,244,2024-01-04,77895
624,244,2025-08-11,85163
625,244,2025-12-15,98756
626,245,2009-01-02,32187
627,245,2015-07-26,39567
628,245,2026-05-28,106039
629,246,2024-10-25,30903
630,246,2024-12-08,47182
631,246,2026-02-12,79535
632,247,1994-03-06,37925
633,247,2022-03-09,102781
634,248,2015-11-29,67550
635,248,2015-12-29,82163
636,248,2019-04-01,96402
637,248,2022-12-24,112388
638,248,2025-09-19,133375
639,249,2025-02-07,84451
640,249,2025-04-12,85518
641,249,2026-02-07,119730
642,250,2007-01-09,40803
643,250,2014-03-07,113956
644,250,2024-01-12,122978
645,251,2026-02-22,40006
646,251,2026-03-12,70373
647,251,2026-03-16,78652
648,252,2026-02-08,70620
649,252,2026-03-08,143952
650,253,2004-10-12,96370
651,254,2016-05-16,50365
652,254,2017-03-12,72827
653,254,2018-12-09,100305
654,254,2018-12-15,135914
655,254,2023-02-20,148451
656,255,2018-11-27,38665
657,255,2019-11-21,95936
658,256,2008-12-05,87342
659,256,2015-12-24,130023
660,257,2019-02-07,37589
661,257,2020-02-08,61278
662,257,2020-06-10,96606
663,258,2020-10-14,86948
664,258,2024-09-13,112924
665,259,2009-05-07,83207
666,260,2025-09-30,33606
667,260,2026-03-08,50269
668,260,2026-03-30,77700
669,261,1995-12-07,37827
670,261,2018-05-24,41511
671,261,2021-07-16,67884
672,262,2021-04-24,85890
673,263,2025-09-28,69643
674,264,2008-07-17,128470
675,265,2024-05-16,52721
676,265,2024-09-01,63647
677,266,2021-07-07,81313
678,266,2021-12-20,83903
679,266,2022-06-29,86009
680,267,2022-10-05,51884
681,267,2025-05-03,78741
682,267,2026-01-15,126159
683,268,2000-03-26,137794
684,269,2001-10-15,38806
685,269,2004-10-27,54016
686,269,2024-09-13,60631
687,270,2006-09-26,33847
688,270,2010-07-27,73910
689,270,2010-09-05,86272
690,270,2019-10-02,118148
691,271,2025-07-27,38371
692,271,2025-12-30,138885
693,272,2011-02-24,105582
694,272,2012-12-04,126761
695,273,1991-01-07,59831
696,273,1999-10-30,62515
697,273,2003-04-25,75804
698,274,1995-12-16,37266
699,274,1997-05-19,95484
700,274,2000-01-27,96349
701,275,2010-09-26,50618
702,275,2011-04-12,51873
703,275,2021-03-29,78193
704,275,2023-01-05,109066
705,276,2008-03-21,33371
706,276,2023-05-30,47180
707,277,2010-12-27,45117
708,277,2013-04-19,118358
709,277,2016-10-26,124736
710,277,2023-04-15,140160
711,278,1989-09-16,96692
712,278,2025-09-19,105193
713,279,2023-05-29,132231
714,280,2025-08-14,30805
715,280,2025-11-18,33013
716,280,2026-01-30,46026
717,280,2026-06-05,92044
718,281,2017-07-03,55098
719,281,2020-11-14,81033
720,282,2009-03-06,31158
721,282,2010-06-09,35864
722,282,2015-09-22,48116
723,282,2016-06-17,53397
724,282,2019-03-02,55096
725,283,2017-11-09,59427
726,283,2024-04-29,84967
727,283,2025-03-12,145030
728,284,2022-04-05,84559
729,284,2023-09-10,97240
730,285,2009-07-26,40208
731,285,2009-10-17,65554
732,285,2013-02-09,71934
733,285,2018-09-08,104912
734,285,2020-10-19,108676
735,286,2025-12-27,62901
736,286,2026-01-30,69041
737,287,2005-05-31,36903
738,287,2015-09-02,53507
739,287,2020-11-26,122998
740,288,2012-06-14,63801
741,288,2025-08-30,86019
742,289,2006-12-13,34517
743,289,2010-06-22,48501
744,289,2012-01-15,56275
745,289,2016-07-18,60480
746,289,2024-09-03,65856
747,290,2024-05-10,70723
748,290,2024-07-27,72899
749,290,2024-09-23,141298
750,291,2004-01-13,98838
751,292,2016-07-19,78354
752,292,2018-01-29,97640
753,293,1988-04-14,103899
754,293,2007-08-23,117518
755,294,2014-11-19,61795
756,294,2015-04-09,90807
757,294,2024-05-19,100521
758,295,2021-06-25,46166
759,295,2024-11-02,50057
760,296,2005-06-10,30835
761,296,2005-09-26,49735
762,296,2010-03-23,55614
763,296,2016-11-29,62129
764,296,2023-04-19,100648
765,297,2012-08-02,31566
766,297,2014-11-16,45269
767,297,2018-02-21,52703
768,297,2022-05-23,65490
769,297,2023-11-24,82143
770,298,2024-05-27,30314
771,298,2024-09-20,52723
772,298,2025-09-02,53566
773,299,1994-02-14,30191
774,299,1994-09-14,70306
775,299,1998-07-03,79319
776,299,2003-11-17,116154
777,299,2006-11-25,124689
778,300,2026-05-07,108690
779,301,2008-12-15,45608
780,301,2015-07-18,57513
781,301,2021-06-07,93578
782,302,1995-09-11,31962
783,302,2007-08-08,48639
784,303,2001-07-23,32877
785,303,2003-10-21,36096
786,303,2014-07-03,39330
787,303,2023-11-07,48338
788,303,2026-02-09,73029
789,304,2006-06-04,57070
790,304,2006-06-19,64062
791,304,2013-09-22,75930
792,304,2018-03-03,85410
793,304,2025-10-11,85851
794,305,2017-09-20,41128
795,305,2018-01-04,90091
796,305,2019-11-25,106122
797,305,2026-03-02,117993
798,306,2023-07-03,146585
799,307,1986-11-23,124675
800,308,1995-08-18,34904
801,308,1998-12-07,67212
802,308,2003-06-01,68790
803,308,2022-01-16,80483
804,309,2021-06-09,65166
805,310,1989-05-29,38566
806,310,1997-06-25,45517
807,310,2020-04-13,78770
808,311,2025-05-27,43941
809,311,2025-07-21,44947
810,312,2021-05-23,81505
811,312,2023-09-25,118282
812,313,2024-08-03,72762
813,313,2024-12-29,126384
814,313,2025-06-28,146042
815,314,2007-08-23,47822
816,314,2019-11-09,87749
817,315,2022-03-21,56569
818,315,2024-07-21,138617
819,316,2005-05-07,145987
820,317,2024-03-09,44283
821,317,2025-07-29,50369
822,317,2025-09-29,128907
823,318,2017-07-26,105916
824,319,2013-11-15,40290
825,319,2020-06-18,58140
826,320,1987-03-01,100244
827,320,2008-01-19,112684
828,321,1976-04-28,43607
829,321,1985-03-11,77363
830,322,2026-03-07,90731
831,322,2026-03-27,107286
832,323,2005-10-16,45717
833,323,2006-09-17,147046
834,324,2019-02-06,46980
835,325,1991-08-16,31321
836,325,1996-09-20,39968
837,325,2002-04-01,49769
838,325,2009-04-09,50696
839,326,2019-03-19,142272
840,326,2019-06-06,149992
841,327,2005-12-16,35977
842,327,2010-10-01,77601
843,328,2018-03-16,76627
844,328,2022-04-21,81936
845,328,2026-02-11,98799
846,329,2026-04-12,47050
847,329,2026-04-17,49584
848,329,2026-05-23,68266
849,330,1990-02-25,32036
850,330,1998-07-12,41394
851,330,2001-03-04,92396
852,330,2014-10-10,95476
853,331,1998-06-09,44817
854,331,2014-09-29,55970
855,332,2024-07-19,38187
856,332,2025-01-14,48026
857,332,2025-09-25,48232
858,333,2002-09-26,110261
859,334,2008-03-30,134181
860,335,2017-05-08,30783
861,335,2022-01-29,37959
862,335,2025-10-07,86244
863,336,1994-04-02,108614
864,337,1994-11-09,47133
865,337,1996-11-27,59135
866,337,2000-07-07,106496
867,338,2023-10-08,123318
868,339,2013-11-23,74976
869,339,2024-02-01,86805
870,340,2001-10-01,41015
871,340,2003-11-04,114500
872,340,2022-10-28,136362
873,341,2000-12-18,46962
874,341,2016-01-15,83264
875,341,2025-06-03,84374
876,342,2009-11-16,122802
877,343,2002-02-18,33239
878,343,2005-01-13,37265
879,343,2016-08-19,40583
880,343,2016-10-21,44786
881,343,2022-03-27,44847
882,344,2019-08-19,36027
883,344,2019-10-27,38029
884,344,2021-07-27,51728
885,344,2023-02-20,81365
886,345,1998-04-03,73202
887,346,2002-05-02,41009
888,346,2006-10-03,86789
889,347,2020-08-11,42943
890,347,2021-09-07,44193
891,347,2023-01-02,46257
892,347,2025-02-15,53738
893,347,2026-02-20,56315
894,348,1995-03-07,90678
895,349,2016-11-06,41325
896,349,2018-09-02,53196
897,349,2022-09-03,88148
898,350,2025-02-09,54530
899,350,2025-10-15,96440
900,351,2014-03-18,44614
901,351,2018-08-26,50494
902,352,2026-04-02,34541
903,352,2026-04-17,110492
904,352,2026-06-02,111156
905,352,2026-06-07,118986
906,353,2020-07-22,68680
907,353,2020-08-14,95390
908,353,2026-01-06,98606
909,354,2001-03-31,92787
910,354,2008-10-16,97008
911,355,2010-09-01,127973
912,356,2021-12-24,34496
913,356,2024-05-28,58714
914,357,2024-05-01,114233
915,357,2024-05-26,142041
916,358,1986-10-13,62656
917,358,1990-10-09,98919
918,358,1995-04-08,112674
919,358,2003-10-10,119310
920,359,2022-06-11,32559
921,359,2022-07-07,77069
922,359,2023-12-27,80134
923,359,2025-01-23,92873
924,359,2026-04-21,98188
925,360,2011-06-14,52546
926,360,2018-05-07,61763
927,360,2019-11-23,92171
928,361,2010-11-29,34430
929,361,2018-08-04,35269
930,361,2020-07-06,36363
931,361,2021-10-17,38231
932,361,2023-12-25,43396
933,362,2004-03-01,55435
934,363,2013-11-20,58707
935,363,2020-02-27,120199
936,364,2026-02-19,56074
937,365,2009-09-19,37679
938,365,2016-11-30,66822
939,365,2023-02-07,91824
940,365,2024-11-28,133502
941,366,2009-11-24,106544
942,366,2015-02-21,130511
943,366,2020-06-29,133000
944,367,1994-07-18,33281
945,367,1996-10-01,35230
946,367,2007-03-01,38121
947,367,2009-08-11,51524
948,367,2014-08-15,60644
949,368,2024-09-03,47487
950,368,2026-02-10,55907
951,369,1995-08-19,30916
952,369,2007-06-22,42075
953,369,2008-04-14,42518
954,369,2022-02-11,43445
955,370,2018-07-26,58758
956,370,2020-01-12,105457
957,370,2020-12-27,134515
958,370,2022-03-07,140953
959,370,2025-09-27,145337
960,371,1999-12-25,41384
961,371,2008-05-09,80539
962,372,2010-07-01,93843
963,373,2001-10-06,75719
964,373,2010-04-24,78372
965,373,2018-01-29,81553
966,374,2024-09-27,49384
967,374,2024-12-18,56821
968,375,2022-02-04,105911
969,376,2023-06-24,66936
970,376,2024-01-22,67201
971,376,2024-07-18,79862
972,377,2008-01-16,108012
973,378,1994-05-19,53010
974,378,1994-06-21,70508
975,378,1998-02-20,94517
976,378,2009-02-24,101057
977,378,2010-02-02,123238
978,379,2016-02-01,41830
979,379,2016-11-01,109924
980,380,2024-11-11,116106
981,381,1990-08-19,31306
982,381,1994-09-03,64501
983,381,1998-09-11,84252
984,382,2021-02-13,35435
985,382,2025-06-29,45958
986,383,2014-09-29,47103
987,383,2015-03-13,53260
988,383,2015-05-27,56406
989,383,2016-10-30,74663
990,383,2018-04-08,121016
991,384,2025-03-21,32872
992,384,2025-06-06,37806
993,384,2025-09-15,49360
994,384,2026-02-04,72413
995,384,2026-05-25,124136
996,385,2005-04-25,44538
997,385,2018-11-17,48566
