product_id,name,category,price,stock
62,Парфюмерная вода мужская 50мл (Модель 17),Красота,33581,20
63,Джинсы классические Straight (Модель 86),Одежда,4753,60
64,Светодиодная настольная лампа (Модель 82),Дом и сад,16435,148
65,Крем для лица увлажняющий (Модель 89),Красота,5672,107
66,Соль для ванны с ароматом лаванды (Модель 76),Красота,21033,66
67,Кроссовки беговые повседневные (Модель 40),Одежда,17707,101
68,Спортивные штаны Nike (Модель 68),Одежда,21020,18
69,Игровая приставка Sony PlayStation 5 (Модель 89),Электроника,37196,25
70,Внешний аккумулятор Xiaomi Power Bank (Модель 37),Электроника,33453,67
71,Кроссовки беговые повседневные (Модель 18),Одежда,16309,94
72,Чистый код (Роберт Мартин) (Модель 66),Книги,35900,77
73,Патчи для глаз гидрогелевые (Модель 11),Красота,44069,141
74,Грокаем алгоритмы (Адитья Бхаргава) (Модель 27),Книги,17632,29
75,Внешний аккумулятор Xiaomi Power Bank (Модель 29),Электроника,18148,72
76,Сыворотка с гиалуроновой кислотой (Модель 53),Красота,13642,67
77,Масло для бороды и усов (Модель 42),Красота,3629,23
78,Коврик для йоги нескользящий (Модель 15),Дом и сад,532,85
79,Спортивные штаны Nike (Модель 30),Одежда,48877,113
80,Тоник для лица очищающий (Модель 81),Красота,933,28
81,Умные часы Xiaomi Redmi Watch (Модель 79),Электроника,2661,94
82,Патчи для глаз гидрогелевые (Модель 28),Красота,28466,32
83,Планшет Samsung Galaxy Tab (Модель 56),Электроника,2914,91
84,Куртка демисезонная ветрозащитная (Модель 95),Одежда,7036,90
85,Тоник для лица очищающий (Модель 89),Красота,49417,39
86,Худи однотонное с капюшоном (Модель 32),Одежда,27320,6
87,Кроссовки беговые повседневные (Модель 62),Одежда,44203,63
88,Чистый код (Роберт Мартин) (Модель 99),Книги,7384,97
89,Игровая приставка Sony PlayStation 5 (Модель 38),Электроника,13379,117
90,Совершенный код (Стив Макконнелл) (Модель 39),Книги,14909,6
91,Рубашка в клетку фланелевая (Модель 52),Одежда,18558,17
92,Психология влияния (Роберт Чалдини) (Модель 92),Книги,33684,102
93,Электрическая зубная щетка (Модель 13),Красота,7859,66
94,Свитшот трикотажный (Модель 43),Одежда,2807,27
95,Тоник для лица очищающий (Модель 54),Красота,48045,80
96,Шторы блэкаут на люверсах (Модель 75),Дом и сад,7878,98
97,Сыворотка с гиалуроновой кислотой (Модель 42),Красота,3208,111
98,Внешний аккумулятор Xiaomi Power Bank (Модель 78),Электроника,45313,50
99,Думай медленно... решай быстро (Даниэль Канеман) (Модель 18),Книги,43831,84
100,Электрическая зубная щетка (Модель 94),Красота,8467,76
101,Маска для волос питательная (Модель 95),Красота,27064,83
102,Коврик для йоги нескользящий (Модель 80),Дом и сад,8641,49
103,Набор горшков для цветов (Модель 96),Дом и сад,49329,44
104,Соль для ванны с ароматом лаванды (Модель 48),Красота,26912,140
105,Планшет Samsung Galaxy Tab (Модель 46),Электроника,14074,110
106,Соль для ванны с ароматом лаванды (Модель 93),Красота,21418,119
107,Плед флисовый уютный (Модель 96),Дом и сад,14305,130
108,Ортопедическая подушка (Модель 94),Дом и сад,5857,72
109,Соль для ванны с ароматом лаванды (Модель 52),Красота,6420,60
110,1984 (Джордж Оруэлл) (Модель 35),Книги,9956,6
111,Ноутбук ASUS Vivobook 15 (Модель 70),Электроника,40360,18
112,Набор горшков для цветов (Модель 90),Дом и сад,38027,49
113,Плед флисовый уютный (Модель 61),Дом и сад,16289,37
114,Беспроводные наушники JBL Tune (Модель 64),Электроника,14641,45
115,Масло для бороды и усов (Модель 16),Красота,36830,63
116,Игровая приставка Sony PlayStation 5 (Модель 27),Электроника,30750,135
117,Соль для ванны с ароматом лаванды (Модель 50),Красота,49796,113
118,Патчи для глаз гидрогелевые (Модель 64),Красота,36205,114
119,Носки спортивные (комплект 5 пар) (Модель 67),Одежда,17286,63
120,"Богатый папа, бедный папа (Модель 72)",Книги,41374,61
121,Атлант расправил плечи (Модель 19),Книги,47062,73
122,Спортивные штаны Nike (Модель 52),Одежда,21252,138
123,Умные часы Xiaomi Redmi Watch (Модель 29),Электроника,15455,98
124,Куртка демисезонная ветрозащитная (Модель 18),Одежда,27488,104
125,"Богатый папа, бедный папа (Модель 69)",Книги,27548,15
126,Рубашка в клетку фланелевая (Модель 59),Одежда,38578,5
127,Тоник для лица очищающий (Модель 71),Красота,686,90
128,Думай медленно... решай быстро (Даниэль Канеман) (Модель 63),Книги,35572,139
129,Сыворотка с гиалуроновой кислотой (Модель 72),Красота,14680,69
130,Плед флисовый уютный (Модель 13),Дом и сад,25784,86
131,Ортопедическая подушка (Модель 69),Дом и сад,8664,136
132,"Монитор LG UltraGear 27"" (Модель 85)",Электроника,37287,6
133,"Монитор LG UltraGear 27"" (Модель 27)",Электроника,30557,46
134,Планшет Samsung Galaxy Tab (Модель 58),Электроника,21753,54
135,Садовый секатор профессиональный (Модель 53),Дом и сад,25146,71
136,Коврик для йоги нескользящий (Модель 20),Дом и сад,31122,4
137,Крем для лица увлажняющий (Модель 54),Красота,14994,17
138,Смартфон Apple iPhone 15 Pro (Модель 41),Электроника,13365,5
139,Парфюмерная вода мужская 50мл (Модель 40),Красота,8572,121
140,Робот-пылесос Roborock Q7 (Модель 37),Электроника,30776,65
141,Чистый код (Роберт Мартин) (Модель 87),Книги,40096,29
142,Спортивные штаны Nike (Модель 23),Одежда,38224,6
143,Паттерны проектирования (GoF) (Модель 96),Книги,24896,101
144,Джинсы классические Straight (Модель 85),Одежда,45560,62
145,Планшет Samsung Galaxy Tab (Модель 97),Электроника,39648,30
146,Крем для лица увлажняющий (Модель 54),Красота,35213,109
147,Грокаем алгоритмы (Адитья Бхаргава) (Модель 74),Книги,42737,87
148,"Монитор LG UltraGear 27"" (Модель 72)",Электроника,7216,110
149,Атлант расправил плечи (Модель 29),Книги,28840,45
150,Маска для волос питательная (Модель 88),Красота,35569,123
151,Набор горшков для цветов (Модель 85),Дом и сад,17889,82
152,Джинсы классические Straight (Модель 45),Одежда,29843,62
153,Шторы блэкаут на люверсах (Модель 88),Дом и сад,44090,97
154,Изучаем Python (Марк Лутц) (Модель 73),Книги,21600,46
155,Термокружка из нержавейки (Модель 55),Дом и сад,17231,87
156,Паттерны проектирования (GoF) (Модель 99),Книги,18405,142
157,Внешний аккумулятор Xiaomi Power Bank (Модель 34),Электроника,5910,61
158,Плед флисовый уютный (Модель 81),Дом и сад,49987,61
159,Плед флисовый уютный (Модель 67),Дом и сад,1430,23
160,1984 (Джордж Оруэлл) (Модель 61),Книги,45636,62
161,Паттерны проектирования (GoF) (Модель 57),Книги,31315,141
162,Электрическая зубная щетка (Модель 64),Красота,49185,140
163,Психология влияния (Роберт Чалдини) (Модель 99),Книги,30036,69
164,Совершенный код (Стив Макконнелл) (Модель 39),Книги,8207,49
165,Грокаем алгоритмы (Адитья Бхаргава) (Модель 78),Книги,45530,47
166,Куртка демисезонная ветрозащитная (Модель 71),Одежда,18420,150
167,Соль для ванны с ароматом лаванды (Модель 46),Красота,6888,49
168,1984 (Джордж Оруэлл) (Модель 56),Книги,12059,77
169,Внешний аккумулятор Xiaomi Power Bank (Модель 26),Электроника,18277,11
170,Внешний аккумулятор Xiaomi Power Bank (Модель 47),Электроника,46005,32
171,Светодиодная настольная лампа (Модель 11),Дом и сад,37921,72
172,Плед флисовый уютный (Модель 66),Дом и сад,22628,47
173,Планшет Samsung Galaxy Tab (Модель 71),Электроника,7776,16
174,Плед флисовый уютный (Модель 19),Дом и сад,38115,13
175,Худи однотонное с капюшоном (Модель 82),Одежда,20212,21
176,Джинсы классические Straight (Модель 81),Одежда,27574,57
177,Тоник для лица очищающий (Модель 67),Красота,29314,76
178,Тоник для лица очищающий (Модель 49),Красота,37565,15
179,Шампунь бессульфатный восстанавливающий (Модель 36),Красота,41293,54
180,Грокаем алгоритмы (Адитья Бхаргава) (Модель 30),Книги,16019,44
181,Шампунь бессульфатный восстанавливающий (Модель 30),Красота,475,104
182,Шторы блэкаут на люверсах (Модель 70),Дом и сад,19387,8
183,Спортивные штаны Nike (Модель 46),Одежда,46370,116
184,Ноутбук ASUS Vivobook 15 (Модель 43),Электроника,41263,150
185,Рубашка в клетку фланелевая (Модель 24),Одежда,35988,57
186,Спортивные штаны Nike (Модель 28),Одежда,4979,15
187,Спортивные штаны Nike (Модель 86),Одежда,49383,145
188,Атлант расправил плечи (Модель 25),Книги,31016,77
189,Коврик для йоги нескользящий (Модель 74),Дом и сад,35688,126
190,Светодиодная настольная лампа (Модель 86),Дом и сад,2912,110
191,Паттерны проектирования (GoF) (Модель 42),Книги,1995,23
192,Свитшот трикотажный (Модель 85),Одежда,1659,68
193,Крем для лица увлажняющий (Модель 32),Красота,31134,132
194,Коврик для йоги нескользящий (Модель 33),Дом и сад,38660,111
195,Светодиодная настольная лампа (Модель 70),Дом и сад,23103,104
196,Психология влияния (Роберт Чалдини) (Модель 95),Книги,7155,41
197,Думай медленно... решай быстро (Даниэль Канеман) (Модель 98),Книги,32771,73
198,Увлажнитель воздуха ультразвуковой (Модель 14),Дом и сад,30107,22
199,Совершенный код (Стив Макконнелл) (Модель 51),Книги,7897,103
200,Крем для лица увлажняющий (Модель 94),Красота,35859,118
201,Набор кухонных ножей из стали (Модель 34),Дом и сад,34276,92
202,Масло для бороды и усов (Модель 90),Красота,29269,13
203,Спортивные штаны Nike (Модель 80),Одежда,8886,73
204,Плед флисовый уютный (Модель 25),Дом и сад,2191,61
205,Спортивные штаны Nike (Модель 80),Одежда,1196,141
206,Светодиодная настольная лампа (Модель 38),Дом и сад,7735,118
207,Умные часы Xiaomi Redmi Watch (Модель 73),Электроника,47263,74
208,Маска для волос питательная (Модель 63),Красота,31921,120
209,Носки спортивные (комплект 5 пар) (Модель 80),Одежда,9779,98
210,Свитшот трикотажный (Модель 75),Одежда,49209,34
211,Планшет Samsung Galaxy Tab (Модель 63),Электроника,22574,129
212,Изучаем Python (Марк Лутц) (Модель 46),Книги,47882,76
213,Соль для ванны с ароматом лаванды (Модель 94),Красота,32389,38
214,Увлажнитель воздуха ультразвуковой (Модель 71),Дом и сад,22918,85
215,Патчи для глаз гидрогелевые (Модель 58),Красота,30141,82
216,Куртка демисезонная ветрозащитная (Модель 83),Одежда,25398,59
217,Набор кухонных ножей из стали (Модель 50),Дом и сад,49104,121
218,Набор горшков для цветов (Модель 94),Дом и сад,43030,38
219,Набор кухонных ножей из стали (Модель 26),Дом и сад,33218,84
220,Игровая приставка Sony PlayStation 5 (Модель 22),Электроника,34768,116
221,Умные часы Xiaomi Redmi Watch (Модель 62),Электроника,43211,39
222,Игровая приставка Sony PlayStation 5 (Модель 43),Электроника,22487,101
223,Портативная колонка Яндекс Станция (Модель 96),Электроника,35271,97
224,Атлант расправил плечи (Модель 79),Книги,2652,17
225,Спортивные штаны Nike (Модель 39),Одежда,49240,23
226,Светодиодная настольная лампа (Модель 91),Дом и сад,46430,25
227,Ортопедическая подушка (Модель 98),Дом и сад,19925,7
228,Портативная колонка Яндекс Станция (Модель 17),Электроника,19526,91
229,Думай медленно... решай быстро (Даниэль Канеман) (Модель 28),Книги,16303,135
230,Шторы блэкаут на люверсах (Модель 97),Дом и сад,12100,43
231,Джинсы классические Straight (Модель 88),Одежда,25370,61
232,Шторы блэкаут на люверсах (Модель 28),Дом и сад,15516,118
233,Атлант расправил плечи (Модель 42),Книги,44002,2
234,Коврик для йоги нескользящий (Модель 96),Дом и сад,36121,40
235,Игровая приставка Sony PlayStation 5 (Модель 54),Электроника,38807,76
236,Коврик для йоги нескользящий (Модель 68),Дом и сад,20099,50
237,Плед флисовый уютный (Модель 23),Дом и сад,15845,97
238,Электрическая зубная щетка (Модель 83),Красота,19690,75
239,"Монитор LG UltraGear 27"" (Модель 45)",Электроника,830,144
240,Робот-пылесос Roborock Q7 (Модель 73),Электроника,19056,58
241,Электрическая зубная щетка (Модель 38),Красота,42021,48
242,Маска для волос питательная (Модель 96),Красота,49817,35
243,Смартфон Apple iPhone 15 Pro (Модель 49),Электроника,29189,8
244,Электрическая зубная щетка (Модель 26),Красота,6206,75
245,Думай медленно... решай быстро (Даниэль Канеман) (Модель 32),Книги,13459,33
246,Электрическая зубная щетка (Модель 77),Красота,33185,69
247,Спортивные штаны Nike (Модель 71),Одежда,19642,86
248,Игровая приставка Sony PlayStation 5 (Модель 19),Электроника,9524,57
249,Увлажнитель воздуха ультразвуковой (Модель 56),Дом и сад,6218,101
250,Планшет Samsung Galaxy Tab (Модель 78),Электроника,8399,116
251,Совершенный код (Стив Макконнелл) (Модель 84),Книги,25270,95
252,Ноутбук ASUS Vivobook 15 (Модель 70),Электроника,1940,143
253,Паттерны проектирования (GoF) (Модель 38),Книги,42744,16
254,Коврик для йоги нескользящий (Модель 93),Дом и сад,27058,29
255,Футболка хлопковая OverSize (Модель 14),Одежда,20246,126
256,Беспроводные наушники JBL Tune (Модель 40),Электроника,35528,34
257,Плед флисовый уютный (Модель 57),Дом и сад,44240,138
258,Шторы блэкаут на люверсах (Модель 29),Дом и сад,27489,25
259,Шторы блэкаут на люверсах (Модель 62),Дом и сад,18633,8
260,1984 (Джордж Оруэлл) (Модель 66),Книги,29443,60
261,Грокаем алгоритмы (Адитья Бхаргава) (Модель 97),Книги,24373,139
262,Изучаем Python (Марк Лутц) (Модель 60),Книги,18380,48
263,Игровая приставка Sony PlayStation 5 (Модель 21),Электроника,43735,54
264,Крем для лица увлажняющий (Модель 16),Красота,22156,62
265,Свитшот трикотажный (Модель 36),Одежда,4796,141
266,Свитшот трикотажный (Модель 37),Одежда,15569,84
267,Свитшот трикотажный (Модель 10),Одежда,18471,37
268,Кепка однотонная базовая (Модель 42),Одежда,11735,28
269,Умные часы Xiaomi Redmi Watch (Модель 11),Электроника,23777,60
270,Электрическая зубная щетка (Модель 12),Красота,11719,67
271,Умные часы Xiaomi Redmi Watch (Модель 63),Электроника,34777,29
272,Игровая приставка Sony PlayStation 5 (Модель 67),Электроника,24026,131
273,Шампунь бессульфатный восстанавливающий (Модель 67),Красота,33319,56
274,Крем для лица увлажняющий (Модель 94),Красота,34473,77
275,Набор кухонных ножей из стали (Модель 17),Дом и сад,31690,102
276,Светодиодная настольная лампа (Модель 72),Дом и сад,46987,113
277,Беспроводные наушники JBL Tune (Модель 51),Электроника,40165,37
278,Умные часы Xiaomi Redmi Watch (Модель 45),Электроника,41215,149
279,Электрическая зубная щетка (Модель 58),Красота,39450,135
280,Атлант расправил плечи (Модель 74),Книги,39977,110
281,Беспроводные наушники JBL Tune (Модель 93),Электроника,42958,141
282,Рубашка в клетку фланелевая (Модель 67),Одежда,15274,105
283,Атлант расправил плечи (Модель 61),Книги,27562,24
284,Думай медленно... решай быстро (Даниэль Канеман) (Модель 50),Книги,43888,65
285,Чистый код (Роберт Мартин) (Модель 97),Книги,31381,17
286,Беспроводные наушники JBL Tune (Модель 21),Электроника,28603,24
287,Чистый код (Роберт Мартин) (Модель 81),Книги,4230,150
288,Патчи для глаз гидрогелевые (Модель 52),Красота,44209,31
289,Садовый секатор профессиональный (Модель 95),Дом и сад,49470,108
290,Планшет Samsung Galaxy Tab (Модель 86),Электроника,20776,90
291,Робот-пылесос Roborock Q7 (Модель 74),Электроника,14242,39
292,Термокружка из нержавейки (Модель 23),Дом и сад,23245,142
293,Грокаем алгоритмы (Адитья Бхаргава) (Модель 45),Книги,37924,57
294,Увлажнитель воздуха ультразвуковой (Модель 89),Дом и сад,40511,142
295,Робот-пылесос Roborock Q7 (Модель 94),Электроника,45747,68
296,Умные часы Xiaomi Redmi Watch (Модель 44),Электроника,46352,79
297,Психология влияния (Роберт Чалдини) (Модель 10),Книги,12188,36
298,Тоник для лица очищающий (Модель 18),Красота,9597,7
299,Внешний аккумулятор Xiaomi Power Bank (Модель 37),Электроника,24954,107
300,Садовый секатор профессиональный (Модель 30),Дом и сад,24551,79
301,Паттерны проектирования (GoF) (Модель 86),Книги,5867,13
302,Худи однотонное с капюшоном (Модель 89),Одежда,3561,20
303,Атлант расправил плечи (Модель 94),Книги,28088,124
304,Масло для бороды и усов (Модель 63),Красота,18202,55
305,Шампунь бессульфатный восстанавливающий (Модель 54),Красота,28474,28
306,Паттерны проектирования (GoF) (Модель 72),Книги,34833,78
307,Ноутбук ASUS Vivobook 15 (Модель 60),Электроника,39577,14
308,Ноутбук ASUS Vivobook 15 (Модель 48),Электроника,14143,35
309,Совершенный код (Стив Макконнелл) (Модель 51),Книги,8163,1
310,Набор горшков для цветов (Модель 32),Дом и сад,8766,97
311,Сыворотка с гиалуроновой кислотой (Модель 74),Красота,36916,90
312,"Монитор LG UltraGear 27"" (Модель 15)",Электроника,28888,4
313,Светодиодная настольная лампа (Модель 50),Дом и сад,38032,109
314,Тоник для лица очищающий (Модель 91),Красота,27673,74
315,"Монитор LG UltraGear 27"" (Модель 12)",Электроника,21584,43
316,Масло для бороды и усов (Модель 98),Красота,24014,22
317,Светодиодная настольная лампа (Модель 41),Дом и сад,28852,150
318,Увлажнитель воздуха ультразвуковой (Модель 20),Дом и сад,26236,79
319,1984 (Джордж Оруэлл) (Модель 52),Книги,11318,19
320,Шампунь бессульфатный восстанавливающий (Модель 77),Красота,33720,49
321,Психология влияния (Роберт Чалдини) (Модель 92),Книги,9979,60
322,Умные часы Xiaomi Redmi Watch (Модель 42),Электроника,13228,44
323,Парфюмерная вода мужская 50мл (Модель 93),Красота,5238,45
324,Плед флисовый уютный (Модель 82),Дом и сад,38276,114
325,Соль для ванны с ароматом лаванды (Модель 51),Красота,41405,80
326,Носки спортивные (комплект 5 пар) (Модель 18),Одежда,31031,113
327,Совершенный код (Стив Макконнелл) (Модель 85),Книги,3981,90
328,Шампунь бессульфатный восстанавливающий (Модель 49),Красота,30560,115
329,Смартфон Apple iPhone 15 Pro (Модель 57),Электроника,19113,19
330,Робот-пылесос Roborock Q7 (Модель 86),Электроника,33531,98
331,Шторы блэкаут на люверсах (Модель 80),Дом и сад,48725,10
332,Шторы блэкаут на люверсах (Модель 93),Дом и сад,12636,82
333,Масло для бороды и усов (Модель 74),Красота,10186,15
334,Светодиодная настольная лампа (Модель 53),Дом и сад,47113,21
335,Парфюмерная вода мужская 50мл (Модель 15),Красота,16536,112
336,Увлажнитель воздуха ультразвуковой (Модель 76),Дом и сад,40264,40
337,Психология влияния (Роберт Чалдини) (Модель 46),Книги,25689,104
338,Паттерны проектирования (GoF) (Модель 16),Книги,41645,85
339,Портативная колонка Яндекс Станция (Модель 22),Электроника,36866,98
340,Совершенный код (Стив Макконнелл) (Модель 94),Книги,39798,38
341,Грокаем алгоритмы (Адитья Бхаргава) (Модель 84),Книги,43790,36
342,Совершенный код (Стив Макконнелл) (Модель 93),Книги,46075,100
343,Свитшот трикотажный (Модель 20),Одежда,20588,143
344,Садовый секатор профессиональный (Модель 26),Дом и сад,44216,134
345,"Монитор LG UltraGear 27"" (Модель 75)",Электроника,24012,4
346,Совершенный код (Стив Макконнелл) (Модель 33),Книги,14337,87
347,Термокружка из нержавейки (Модель 38),Дом и сад,9315,39
348,Планшет Samsung Galaxy Tab (Модель 22),Электроника,33571,138
349,Крем для лица увлажняющий (Модель 94),Красота,22370,33
350,Тоник для лица очищающий (Модель 29),Красота,10933,46
351,Парфюмерная вода мужская 50мл (Модель 66),Красота,3163,105
352,1984 (Джордж Оруэлл) (Модель 66),Книги,40315,72
353,Термокружка из нержавейки (Модель 78),Дом и сад,15974,79
354,Термокружка из нержавейки (Модель 57),Дом и сад,44753,146
355,Плед флисовый уютный (Модель 46),Дом и сад,25326,128
356,Тоник для лица очищающий (Модель 30),Красота,13387,35
357,Изучаем Python (Марк Лутц) (Модель 92),Книги,31795,95
358,Шампунь бессульфатный восстанавливающий (Модель 76),Красота,8470,72
359,Умные часы Xiaomi Redmi Watch (Модель 44),Электроника,29746,131
360,Рубашка в клетку фланелевая (Модель 21),Одежда,14851,115
361,Изучаем Python (Марк Лутц) (Модель 63),Книги,3790,101
362,Электрическая зубная щетка (Модель 40),Красота,25607,20
363,1984 (Джордж Оруэлл) (Модель 13),Книги,21185,25
364,Чистый код (Роберт Мартин) (Модель 27),Книги,2810,73
365,Ортопедическая подушка (Модель 70),Дом и сад,29699,1
366,Смартфон Apple iPhone 15 Pro (Модель 42),Электроника,14433,38
367,Соль для ванны с ароматом лаванды (Модель 77),Красота,28038,28
368,1984 (Джордж Оруэлл) (Модель 48),Книги,8285,12
369,Рубашка в клетку фланелевая (Модель 91),Одежда,41116,117
370,Беспроводные наушники JBL Tune (Модель 73),Электроника,39407,137
371,Внешний аккумулятор Xiaomi Power Bank (Модель 83),Электроника,16155,36
372,Думай медленно... решай быстро (Даниэль Канеман) (Модель 10),Книги,40592,90
373,Свитшот трикотажный (Модель 63),Одежда,12575,21
374,Электрическая зубная щетка (Модель 18),Красота,34775,139
375,Патчи для глаз гидрогелевые (Модель 80),Красота,1632,99
376,Набор кухонных ножей из стали (Модель 91),Дом и сад,25654,95
377,Изучаем Python (Марк Лутц) (Модель 55),Книги,4727,88
378,Джинсы классические Straight (Модель 84),Одежда,48481,85
379,Футболка хлопковая OverSize (Модель 55),Одежда,36083,86
380,Носки спортивные (комплект 5 пар) (Модель 99),Одежда,31661,46
381,Джинсы классические Straight (Модель 68),Одежда,2723,75
382,Футболка хлопковая OverSize (Модель 35),Одежда,3046,80
383,"Богатый папа, бедный папа (Модель 60)",Книги,35888,121
384,Изучаем Python (Марк Лутц) (Модель 92),Книги,12824,73
385,Изучаем Python (Марк Лутц) (Модель 93),Книги,22053,69
386,Портативная колонка Яндекс Станция (Модель 65),Электроника,26515,112
387,Садовый секатор профессиональный (Модель 33),Дом и сад,32819,127
388,"Богатый папа, бедный папа (Модель 44)",Книги,5714,108
389,"Монитор LG UltraGear 27"" (Модель 87)",Электроника,12126,139
390,Психология влияния (Роберт Чалдини) (Модель 23),Книги,5547,83
391,Совершенный код (Стив Макконнелл) (Модель 67),Книги,39793,109
392,Носки спортивные (комплект 5 пар) (Модель 54),Одежда,29603,10
393,Паттерны проектирования (GoF) (Модель 65),Книги,18293,14
394,"Монитор LG UltraGear 27"" (Модель 56)",Электроника,33925,40
395,Умные часы Xiaomi Redmi Watch (Модель 87),Электроника,44739,112
396,Умные часы Xiaomi Redmi Watch (Модель 18),Электроника,15766,93
397,Думай медленно... решай быстро (Даниэль Канеман) (Модель 82),Книги,2422,39
398,Садовый секатор профессиональный (Модель 57),Дом и сад,29394,19
399,Парфюмерная вода мужская 50мл (Модель 77),Красота,24348,101
400,Совершенный код (Стив Макконнелл) (Модель 41),Книги,7734,6
401,Носки спортивные (комплект 5 пар) (Модель 76),Одежда,25661,143
402,Планшет Samsung Galaxy Tab (Модель 43),Электроника,46439,114
403,Свитшот трикотажный (Модель 46),Одежда,45780,125
404,Джинсы классические Straight (Модель 27),Одежда,5153,115
405,Носки спортивные (комплект 5 пар) (Модель 21),Одежда,44990,81
406,Грокаем алгоритмы (Адитья Бхаргава) (Модель 80),Книги,35831,74
407,Чистый код (Роберт Мартин) (Модель 99),Книги,42092,44
408,"Богатый папа, бедный папа (Модель 38)",Книги,8253,51
409,Куртка демисезонная ветрозащитная (Модель 73),Одежда,2022,92
410,Соль для ванны с ароматом лаванды (Модель 57),Красота,30931,141
411,Свитшот трикотажный (Модель 21),Одежда,4608,79
412,Плед флисовый уютный (Модель 77),Дом и сад,27221,104
413,Шампунь бессульфатный восстанавливающий (Модель 26),Красота,21076,18
414,Плед флисовый уютный (Модель 97),Дом и сад,34205,88
415,Кепка однотонная базовая (Модель 91),Одежда,38821,46
416,Рубашка в клетку фланелевая (Модель 74),Одежда,3931,31
