order_id,customer_id,order_date,status,total_amount
83,186,2025-11-03,Cancelled,41988
84,368,2025-07-29,Completed,121964
85,339,2026-03-14,Completed,66530
86,213,2026-01-10,Completed,55116
87,369,2026-04-02,Completed,97998
88,247,2026-04-19,Processing,66836
89,246,2026-02-26,Completed,96520
90,303,2025-11-26,Completed,124182
91,332,2025-08-10,Processing,92874
92,12,2025-08-01,Completed,81360
93,23,2026-02-21,Completed,48684
94,294,2025-09-26,Cancelled,29538
95,83,2025-08-04,Completed,168071
96,323,2025-08-30,Cancelled,89233
97,21,2026-03-12,Cancelled,97487
98,76,2026-03-08,Completed,5086
99,86,2025-06-15,Completed,77249
100,473,2026-03-04,Completed,24998
101,265,2026-01-08,Processing,49104
102,307,2026-02-15,Cancelled,89568
103,327,2026-06-08,Completed,31663
104,450,2025-08-05,Completed,120159
105,485,2026-05-25,Completed,34400
106,111,2025-11-15,Processing,13175
107,311,2026-04-16,Processing,146852
108,445,2026-05-16,Processing,15569
109,88,2025-07-17,Completed,88569
110,426,2026-06-03,Processing,80434
111,308,2025-08-16,Completed,41489
112,407,2025-07-01,Cancelled,29034
113,421,2026-06-05,Completed,63700
114,320,2026-02-04,Cancelled,79888
115,136,2026-01-15,Completed,97540
116,371,2026-06-01,Completed,99622
117,473,2026-01-27,Processing,71566
118,306,2025-11-06,Cancelled,21140
119,36,2025-06-24,Completed,174524
120,194,2025-09-08,Processing,104335
121,68,2025-12-07,Completed,48634
122,9,2026-02-18,Completed,127491
123,268,2026-05-27,Cancelled,57462
124,351,2026-02-05,Processing,128784
125,424,2025-10-27,Completed,133050
126,311,2026-02-20,Completed,70433
127,91,2026-03-30,Processing,90971
128,462,2026-02-08,Cancelled,52454
129,308,2026-03-23,Completed,81712
130,450,2026-04-24,Cancelled,60875
131,258,2026-02-05,Completed,95505
132,48,2025-09-20,Processing,87662
133,338,2026-02-06,Completed,64238
134,462,2025-10-24,Cancelled,97925
135,277,2025-07-25,Completed,4096
136,460,2025-07-12,Processing,84184
137,268,2025-12-08,Processing,79828
138,190,2026-02-11,Completed,103032
139,358,2025-12-15,Cancelled,22382
140,220,2025-06-20,Completed,15455
141,481,2026-01-07,Processing,55096
142,405,2026-01-07,Processing,66783
143,180,2025-09-20,Cancelled,34788
144,412,2026-03-11,Cancelled,124302
145,51,2026-03-29,Processing,117547
146,69,2025-08-17,Completed,94749
147,245,2025-12-06,Completed,9565
148,466,2026-02-02,Completed,41137
149,146,2025-11-17,Cancelled,85128
150,449,2026-01-07,Cancelled,43074
151,210,2025-07-18,Completed,97223
152,97,2025-07-05,Completed,30702
153,364,2026-05-10,Completed,120982
154,296,2026-03-30,Cancelled,85127
155,61,2025-08-18,Cancelled,68902
156,4,2026-04-05,Processing,42486
157,336,2025-06-19,Completed,80447
158,353,2026-01-01,Completed,65300
159,210,2025-12-25,Completed,163778
160,55,2026-04-05,Completed,33160
161,219,2025-12-07,Cancelled,157575
162,130,2025-12-18,Completed,83247
163,438,2026-01-12,Cancelled,163391
164,217,2026-02-28,Cancelled,154248
165,188,2026-03-28,Cancelled,73406
166,142,2025-07-27,Processing,103386
167,387,2026-03-14,Completed,41645
168,212,2026-05-31,Cancelled,132979
169,402,2026-05-06,Cancelled,42958
170,248,2025-08-17,Completed,32819
171,190,2026-01-17,Cancelled,47412
172,285,2025-08-16,Processing,165598
173,130,2026-01-01,Completed,102512
174,296,2026-03-31,Completed,62062
175,397,2025-07-27,Processing,89506
176,377,2025-07-29,Completed,95596
177,438,2025-08-26,Completed,138615
178,383,2025-08-10,Completed,161119
179,229,2026-01-03,Completed,179682
180,52,2026-04-19,Completed,101008
181,261,2025-06-24,Processing,197082
182,403,2026-06-05,Completed,14622
183,411,2025-12-14,Cancelled,29360
184,315,2025-10-23,Completed,46005
185,83,2025-12-28,Processing,13724
186,494,2025-11-13,Completed,104202
187,412,2026-05-23,Completed,45072
188,422,2025-06-12,Completed,25769
189,242,2025-09-30,Cancelled,106511
190,223,2026-05-24,Completed,76731
191,33,2025-12-19,Completed,49746
192,114,2026-03-25,Completed,28335
193,41,2026-02-08,Cancelled,9315
194,20,2025-11-21,Processing,181342
195,477,2026-01-09,Processing,29893
196,315,2026-02-21,Cancelled,85830
197,147,2025-12-20,Cancelled,88957
198,30,2026-06-07,Completed,144502
199,328,2025-10-18,Processing,41097
200,225,2025-12-25,Completed,34836
201,104,2025-08-27,Cancelled,97292
202,147,2025-07-18,Completed,86782
203,18,2026-04-08,Cancelled,91272
204,262,2025-09-06,Cancelled,5362
205,358,2025-08-19,Completed,113929
206,315,2025-09-29,Completed,185473
207,346,2026-04-12,Completed,42370
208,185,2026-05-28,Completed,8285
209,336,2026-01-18,Completed,46206
210,500,2025-08-30,Completed,29988
211,45,2025-10-21,Completed,46660
212,400,2025-07-29,Processing,89723
213,181,2026-01-25,Processing,13644
214,208,2025-07-09,Cancelled,57056
215,103,2025-09-13,Cancelled,25826
216,8,2025-10-29,Completed,25784
217,471,2026-05-08,Completed,67553
218,282,2025-11-05,Completed,38428
219,372,2025-07-12,Cancelled,79016
220,469,2025-09-13,Cancelled,23367
221,179,2025-11-14,Completed,130849
222,494,2026-02-21,Completed,181029
223,116,2025-12-25,Cancelled,92023
224,494,2025-07-07,Completed,27488
225,233,2026-03-07,Processing,77177
226,295,2026-06-11,Completed,41079
227,134,2026-02-22,Completed,11094
228,209,2025-08-21,Cancelled,101089
229,55,2025-10-26,Cancelled,57891
230,38,2026-02-07,Cancelled,126552
231,151,2026-04-08,Completed,114478
232,485,2026-01-19,Completed,49383
233,412,2025-11-12,Cancelled,71454
234,490,2025-08-07,Completed,75848
235,449,2026-06-10,Cancelled,97109
236,417,2025-11-17,Cancelled,37266
237,129,2025-06-21,Processing,49476
238,495,2026-01-18,Processing,178609
239,289,2025-07-10,Processing,140115
240,395,2025-07-27,Completed,39978
241,388,2025-07-22,Completed,17445
242,493,2025-12-29,Processing,37353
243,349,2025-07-06,Processing,48460
244,460,2026-02-01,Cancelled,61406
245,442,2025-10-22,Completed,7258
246,247,2025-10-12,Completed,80298
247,133,2025-09-20,Completed,8664
248,196,2026-04-26,Completed,79680
249,347,2025-09-02,Completed,95564
250,410,2025-06-15,Completed,47726
251,212,2025-10-28,Completed,102741
252,265,2026-06-01,Cancelled,63013
253,5,2025-10-28,Completed,44402
254,128,2025-07-20,Completed,241328
255,48,2026-05-16,Processing,35688
256,345,2025-08-15,Completed,12580
257,39,2026-03-05,Cancelled,202524
258,477,2025-10-02,Completed,36404
259,244,2026-04-08,Completed,73026
260,182,2025-12-08,Completed,37660
261,458,2025-12-22,Cancelled,112520
262,138,2026-02-23,Completed,87882
263,485,2026-04-24,Completed,147928
264,256,2025-12-30,Completed,116474
265,121,2026-01-20,Completed,123028
266,447,2026-05-06,Completed,43735
267,106,2025-08-13,Completed,187775
268,104,2026-05-24,Completed,76426
269,429,2025-11-01,Cancelled,103753
270,183,2025-10-16,Completed,98100
271,399,2026-03-10,Completed,79236
272,62,2026-06-01,Completed,4083
273,347,2025-12-23,Processing,44854
274,315,2026-01-15,Completed,57451
275,392,2026-04-18,Cancelled,54490
276,491,2025-12-03,Completed,110401
277,435,2025-07-28,Processing,25800
278,191,2025-06-15,Cancelled,11694
279,162,2025-12-16,Processing,110184
280,460,2025-08-07,Cancelled,16289
281,445,2025-07-28,Completed,143163
282,252,2025-10-28,Completed,23767
283,392,2026-03-08,Cancelled,25826
284,144,2025-07-01,Processing,82136
285,114,2026-03-04,Cancelled,103507
286,66,2026-06-03,Completed,66367
287,270,2026-02-25,Processing,29268
288,245,2025-09-11,Cancelled,50638
289,17,2026-01-20,Cancelled,58134
290,178,2026-02-25,Processing,48840
291,441,2025-08-18,Completed,88004
292,235,2026-06-07,Completed,61385
293,358,2026-03-31,Cancelled,86496
294,236,2025-12-12,Completed,12100
295,353,2025-09-20,Completed,77743
296,7,2025-11-15,Completed,59288
297,195,2026-05-22,Cancelled,146298
298,52,2026-04-30,Completed,32174
299,186,2026-04-05,Cancelled,181044
300,442,2025-10-01,Completed,117545
301,96,2026-04-21,Cancelled,156584
302,135,2026-05-24,Completed,61500
303,138,2025-11-07,Processing,93905
304,491,2025-10-04,Cancelled,59176
305,176,2025-07-14,Completed,86928
306,95,2025-07-11,Processing,32123
307,218,2026-03-06,Completed,149718
308,215,2026-05-23,Completed,117721
309,187,2025-08-11,Processing,45026
310,144,2025-07-03,Processing,21940
311,93,2026-03-11,Cancelled,86786
312,68,2025-12-31,Cancelled,108703
313,352,2025-12-09,Completed,34405
314,417,2026-04-28,Completed,42724
315,370,2026-05-30,Completed,21140
316,412,2025-11-14,Completed,10544
317,285,2025-12-15,Processing,140768
318,439,2026-03-06,Processing,30780
319,101,2025-12-04,Completed,93877
320,410,2025-12-17,Completed,42309
321,243,2026-06-12,Completed,50406
322,91,2026-05-03,Processing,17680
323,256,2026-02-22,Completed,104844
324,458,2025-11-07,Cancelled,57901
325,274,2026-01-23,Completed,60277
326,403,2026-05-11,Processing,90027
327,154,2026-03-12,Completed,151334
328,288,2026-02-28,Cancelled,96293
329,25,2026-02-24,Processing,112501
330,51,2026-03-13,Completed,146846
331,31,2025-09-09,Completed,8971
332,417,2026-03-09,Completed,195095
333,244,2026-05-26,Completed,23170
334,231,2026-04-09,Completed,88764
335,134,2026-04-30,Completed,12402
336,185,2025-12-22,Cancelled,49470
337,286,2026-01-20,Completed,94474
338,177,2026-01-20,Completed,139339
339,211,2026-05-31,Completed,7282
340,180,2026-02-13,Cancelled,77582
341,102,2026-04-30,Cancelled,76518
342,295,2025-12-20,Cancelled,82538
343,90,2025-09-02,Completed,63641
344,182,2025-07-09,Completed,49890
345,345,2026-04-15,Cancelled,114298
346,250,2025-12-17,Processing,36810
347,456,2026-05-26,Completed,23801
348,196,2025-11-13,Cancelled,150871
349,147,2025-10-28,Processing,85416
350,324,2025-10-26,Completed,112387
351,445,2025-07-23,Completed,47343
352,328,2026-05-12,Completed,77390
353,216,2025-09-11,Cancelled,45553
354,293,2025-12-26,Processing,34240
355,435,2026-03-19,Completed,111301
356,41,2025-07-25,Completed,64571
357,176,2025-09-29,Completed,8460
358,161,2025-09-27,Completed,121822
359,335,2025-08-28,Completed,115545
360,364,2026-03-09,Completed,9428
361,310,2026-01-06,Processing,25150
362,139,2025-08-30,Processing,99359
363,400,2025-10-01,Completed,113370
364,383,2026-05-19,Cancelled,20612
365,267,2026-02-02,Processing,46174
366,212,2026-04-10,Completed,116181
367,95,2025-06-24,Completed,67354
368,65,2025-11-28,Completed,58788
369,339,2026-01-24,Completed,69063
370,482,2025-12-07,Completed,35988
371,108,2025-10-20,Completed,97789
372,204,2026-01-23,Completed,118224
373,49,2025-10-10,Completed,73094
374,480,2025-10-19,Processing,57206
375,281,2025-06-13,Completed,35179
376,14,2026-05-03,Processing,106785
377,269,2025-08-19,Completed,122987
378,54,2025-10-19,Completed,69123
379,317,2025-07-19,Completed,71084
380,44,2025-12-09,Processing,21045
381,159,2025-07-13,Completed,32618
382,127,2025-12-17,Completed,83738
383,227,2025-08-07,Completed,114063
384,68,2025-07-27,Cancelled,10932
385,430,2025-12-07,Completed,82108
386,15,2025-08-07,Completed,16940
387,340,2026-02-07,Completed,50239
388,441,2025-09-02,Completed,110206
389,443,2025-11-03,Processing,95727
390,240,2025-09-29,Cancelled,106192
391,479,2025-11-15,Completed,65790
392,281,2025-08-17,Processing,4758
393,70,2026-04-05,Cancelled,99846
394,91,2025-07-21,Cancelled,80720
395,306,2025-11-19,Processing,29244
396,324,2026-04-15,Cancelled,27682
397,223,2025-08-10,Cancelled,94143
398,328,2025-10-19,Cancelled,31795
399,159,2025-11-17,Completed,4714
400,247,2025-10-21,Cancelled,27617
401,117,2026-04-26,Completed,141896
402,227,2025-08-23,Completed,81004
403,188,2025-08-20,Processing,149369
404,134,2025-06-26,Completed,74662
405,156,2025-11-03,Completed,140894
406,1,2026-03-11,Cancelled,65962
407,418,2026-05-07,Completed,14575
408,177,2025-08-09,Completed,96185
409,241,2025-08-23,Cancelled,111604
410,5,2025-12-04,Processing,31734
411,485,2026-02-10,Processing,184343
412,154,2025-09-17,Completed,41498
413,393,2025-11-13,Processing,39938
414,409,2025-12-30,Completed,106074
415,306,2026-03-31,Completed,46672
416,408,2026-02-28,Completed,126940
417,281,2025-10-08,Completed,10114
418,97,2026-03-18,Processing,6176
419,452,2026-04-30,Cancelled,51538
420,224,2025-12-12,Processing,45670
421,128,2026-05-16,Completed,47534
422,367,2026-04-16,Processing,179860
423,425,2025-11-01,Processing,8641
424,113,2025-07-22,Completed,137497
425,41,2025-07-21,Processing,17657
426,321,2025-06-19,Completed,84976
427,265,2025-08-07,Cancelled,94629
428,414,2025-12-12,Completed,82983
429,146,2026-03-19,Cancelled,79122
430,415,2025-09-06,Completed,107755
431,212,2026-02-15,Completed,43099
432,437,2025-10-15,Completed,121342
433,94,2026-06-04,Completed,70426
434,149,2026-03-08,Completed,41454
435,327,2025-11-17,Processing,59426
436,317,2025-09-25,Processing,4347
437,140,2025-12-06,Cancelled,43759
438,252,2026-03-17,Completed,119925
439,165,2025-09-10,Completed,34833
440,78,2025-08-06,Completed,39207
441,497,2025-12-16,Cancelled,43636
442,12,2025-09-11,Completed,58543
443,498,2026-03-19,Completed,62832
444,145,2026-04-24,Completed,88922
445,65,2026-06-10,Processing,39897
446,373,2025-09-10,Completed,40264
447,120,2026-04-08,Completed,27320
448,78,2025-08-23,Completed,81430
449,253,2026-02-25,Completed,82394
450,176,2026-04-04,Processing,151307
451,160,2026-02-23,Processing,17772
452,191,2025-12-12,Processing,71986
453,357,2025-08-17,Completed,60790
454,170,2026-06-10,Completed,91274
455,432,2026-01-14,Completed,99390
456,29,2026-01-30,Completed,77390
457,398,2025-09-03,Processing,18086
458,37,2025-07-30,Cancelled,34582
459,241,2025-06-26,Completed,196096
460,99,2026-06-09,Completed,36205
461,419,2026-05-18,Processing,18292
462,425,2025-11-15,Completed,18148
463,63,2026-01-23,Completed,75551
464,198,2025-07-15,Processing,131521
465,127,2025-06-30,Completed,50102
466,102,2025-11-08,Processing,80001
467,377,2025-10-02,Completed,82559
468,267,2026-01-29,Completed,42246
469,243,2025-09-04,Processing,64246
470,349,2025-10-13,Completed,102248
471,480,2025-12-04,Completed,20862
472,82,2025-12-15,Completed,86144
473,382,2026-02-02,Cancelled,16523
474,267,2025-10-01,Completed,71636
475,130,2025-09-18,Processing,135799
476,327,2025-09-22,Completed,125454
477,102,2025-10-18,Completed,102770
478,455,2025-11-12,Completed,6176
479,443,2025-10-07,Completed,62994
480,499,2025-06-29,Completed,54141
481,121,2025-06-26,Processing,12100
482,167,2025-07-01,Completed,24896
483,86,2026-03-11,Completed,128966
484,300,2025-08-28,Completed,18558
485,203,2025-12-01,Completed,163316
486,5,2026-05-10,Completed,14641
487,298,2025-07-18,Processing,76812
488,353,2025-08-18,Cancelled,68003
489,80,2026-05-25,Completed,51568
490,395,2025-10-23,Completed,19960
491,128,2025-10-01,Completed,223943
492,256,2025-07-17,Completed,89509
493,352,2025-06-17,Cancelled,69554
494,174,2025-12-30,Completed,112254
495,31,2026-04-23,Completed,9428
496,331,2025-10-11,Completed,43030
497,360,2026-03-10,Cancelled,186369
498,406,2025-10-22,Completed,22370
499,65,2026-03-24,Processing,162402
500,120,2025-12-22,Completed,110526
501,286,2025-10-26,Completed,94352
502,413,2026-02-04,Processing,94886
503,376,2025-08-27,Completed,57548
504,11,2025-10-30,Processing,108841
505,184,2026-05-02,Completed,96168
506,129,2025-07-29,Completed,34473
507,249,2026-03-10,Processing,103552
508,287,2025-07-26,Completed,118778
509,278,2026-01-12,Processing,120522
510,98,2026-05-11,Cancelled,179722
511,96,2026-02-06,Cancelled,87650
512,179,2025-08-20,Completed,51152
513,375,2026-02-24,Processing,67002
514,141,2026-05-16,Cancelled,46164
515,469,2025-07-09,Cancelled,82391
516,83,2025-12-29,Completed,51428
517,272,2025-10-15,Completed,21020
518,231,2026-03-04,Completed,53492
519,420,2026-06-09,Completed,146684
520,278,2025-08-24,Completed,27574
521,233,2026-03-02,Completed,136673
522,398,2025-06-28,Cancelled,5824
523,195,2025-08-21,Completed,110060
524,453,2025-12-30,Completed,149301
525,318,2025-09-12,Completed,82922
526,398,2026-04-29,Cancelled,55906
527,123,2026-04-20,Completed,20212
528,370,2026-05-09,Completed,64300
529,338,2026-06-03,Cancelled,78881
530,420,2026-05-05,Processing,44449
531,98,2025-11-23,Cancelled,21998
532,350,2026-03-01,Processing,57776
533,393,2026-05-11,Cancelled,13834
534,79,2025-07-06,Cancelled,159227
535,145,2025-11-12,Completed,139951
536,210,2026-05-18,Completed,53745
537,57,2025-12-13,Completed,140859
538,268,2025-06-20,Completed,77210
539,23,2026-01-17,Completed,48603
540,92,2026-02-21,Completed,46768
541,104,2025-07-29,Completed,176201
542,249,2025-06-28,Completed,192002
543,51,2026-01-05,Completed,60999
544,293,2026-03-29,Processing,60200
545,337,2026-02-20,Processing,14769
546,270,2026-03-10,Cancelled,106705
547,360,2025-11-04,Cancelled,143948
548,132,2026-02-17,Completed,110411
549,188,2026-04-26,Completed,66031
550,311,2026-06-02,Completed,99524
551,7,2025-08-11,Completed,53454
552,336,2026-03-13,Processing,131555
553,476,2025-10-30,Completed,32831
554,240,2026-03-24,Completed,171764
555,185,2025-11-05,Cancelled,168594
556,381,2025-09-19,Processing,53472
557,421,2025-08-18,Completed,42558
558,407,2025-08-09,Completed,59847
559,422,2025-08-30,Cancelled,148801
560,137,2026-02-22,Cancelled,30023
561,21,2026-04-29,Completed,90832
562,428,2026-03-28,Completed,127706
563,40,2025-11-25,Completed,105274
564,492,2026-02-26,Cancelled,87250
565,50,2025-12-21,Completed,38216
566,372,2025-10-01,Completed,32400
567,273,2025-08-31,Processing,32920
568,98,2026-02-26,Completed,40626
569,270,2025-12-31,Completed,13842
570,292,2025-08-13,Completed,21076
571,286,2025-06-28,Cancelled,86490
572,213,2025-09-07,Completed,35360
573,393,2025-06-26,Cancelled,169108
574,184,2025-08-05,Processing,75941
575,360,2026-05-01,Processing,77929
576,453,2026-05-17,Completed,98224
577,86,2025-09-18,Completed,78886
578,282,2026-03-28,Processing,16349
579,259,2026-02-02,Completed,54840
580,337,2025-09-11,Completed,30972
581,274,2026-04-09,Cancelled,128221
582,227,2025-12-24,Completed,42794
583,463,2025-06-12,Completed,85518
584,282,2025-10-17,Completed,55644
585,433,2026-01-19,Completed,55202
586,212,2025-10-25,Processing,126550
587,423,2025-07-12,Completed,76464
588,312,2026-02-25,Completed,28484
589,289,2025-12-30,Cancelled,79920
590,110,2026-03-03,Processing,32920
591,393,2025-11-08,Cancelled,83490
592,475,2026-01-21,Completed,60504
593,185,2025-10-08,Processing,85258
594,230,2025-07-02,Processing,126282
595,1,2026-04-06,Completed,40542
596,146,2026-04-09,Cancelled,18258
597,9,2025-08-31,Cancelled,107360
598,70,2026-05-31,Completed,142066
599,4,2025-08-15,Completed,79574
600,114,2026-06-02,Completed,25208
601,439,2025-12-25,Completed,73064
602,12,2026-06-05,Completed,124215
603,471,2026-03-23,Cancelled,12789
604,262,2026-03-24,Cancelled,43831
605,293,2025-07-20,Cancelled,22062
606,80,2026-03-11,Completed,24906
607,20,2025-10-29,Processing,43199
608,183,2026-02-06,Completed,106436
609,71,2026-04-26,Completed,143614
610,188,2026-01-30,Cancelled,126116
611,128,2025-12-30,Completed,76469
612,132,2026-04-06,Completed,63408
613,48,2025-08-31,Cancelled,14653
614,205,2025-09-18,Cancelled,42377
615,470,2026-01-10,Completed,48667
616,376,2026-04-03,Completed,16087
617,371,2026-03-14,Completed,79725
618,406,2025-08-07,Processing,20612
619,89,2025-09-04,Processing,17301
620,423,2026-03-04,Cancelled,189734
621,420,2025-10-24,Completed,43586
622,305,2026-05-08,Completed,147334
623,20,2025-07-16,Cancelled,94124
624,196,2025-08-17,Completed,58682
625,400,2025-08-18,Completed,24200
626,472,2026-04-23,Completed,34877
627,179,2025-08-20,Processing,85262
628,214,2025-12-08,Completed,17390
629,446,2026-03-05,Completed,153240
630,383,2026-02-04,Cancelled,153295
631,476,2025-06-19,Completed,18630
632,325,2025-08-10,Processing,28323
633,28,2025-08-16,Completed,66426
634,269,2025-11-03,Completed,56517
635,164,2026-01-20,Cancelled,144021
636,290,2025-07-07,Completed,46683
637,168,2025-07-08,Cancelled,41215
638,358,2025-09-09,Completed,17428
639,79,2026-05-10,Completed,139382
640,345,2026-06-02,Processing,17659
641,498,2025-07-18,Processing,11113
642,386,2025-12-21,Cancelled,97485
643,295,2026-03-04,Cancelled,82758
644,47,2026-04-03,Completed,146356
645,222,2026-01-18,Completed,58861
646,403,2025-10-28,Processing,6206
647,76,2025-06-19,Completed,37252
648,173,2026-04-10,Completed,5623
649,244,2026-03-18,Cancelled,32681
650,382,2026-02-02,Completed,48877
651,281,2025-06-28,Processing,21793
652,135,2025-09-10,Completed,101512
653,205,2025-07-12,Cancelled,121016
654,223,2025-08-03,Completed,136793
655,391,2026-01-27,Completed,99174
656,247,2025-06-16,Cancelled,69820
657,102,2026-05-31,Processing,110869
658,203,2026-05-28,Cancelled,50652
659,101,2025-07-20,Cancelled,94825
660,316,2026-03-08,Cancelled,4967
661,127,2025-10-13,Completed,39671
662,37,2026-02-25,Completed,91268
663,398,2025-08-25,Processing,55158
664,166,2025-12-04,Cancelled,118486
665,46,2026-01-04,Completed,80330
666,344,2025-11-21,Processing,133516
667,217,2025-08-10,Completed,85290
668,179,2025-10-11,Completed,12100
669,165,2025-08-07,Completed,110583
670,305,2025-07-02,Completed,199305
671,395,2026-02-20,Completed,36964
672,87,2026-01-27,Completed,48784
673,316,2025-07-27,Processing,97522
674,320,2026-04-09,Completed,195430
675,226,2025-07-19,Completed,90498
676,474,2025-09-28,Completed,73016
677,103,2025-12-16,Completed,88418
678,80,2026-04-14,Completed,71056
679,58,2025-08-02,Completed,113867
680,125,2026-05-11,Cancelled,133181
681,475,2025-06-20,Completed,43168
682,445,2025-11-15,Completed,142376
683,8,2025-08-04,Completed,48752
684,356,2026-02-06,Completed,148566
685,157,2025-09-02,Processing,59972
686,242,2026-04-29,Completed,96371
687,170,2025-10-30,Completed,81568
688,379,2026-05-01,Cancelled,52666
689,109,2026-04-09,Completed,31853
690,280,2025-07-23,Cancelled,126357
691,385,2025-08-13,Completed,83110
692,281,2025-07-22,Processing,134961
693,319,2025-07-19,Completed,139540
694,356,2026-05-27,Completed,79802
695,193,2025-10-20,Cancelled,98916
696,464,2026-01-23,Cancelled,107042
697,23,2025-07-25,Completed,78360
698,88,2026-05-15,Completed,36234
699,146,2026-05-14,Completed,9597
700,405,2026-05-05,Cancelled,111087
701,139,2026-01-19,Completed,5714
702,239,2025-08-16,Completed,68371
703,35,2025-12-23,Processing,91991
704,339,2026-01-17,Completed,181976
705,340,2026-02-15,Completed,13392
706,443,2025-08-05,Completed,25689
707,10,2026-02-11,Completed,46726
708,445,2025-09-30,Processing,170887
709,119,2026-04-07,Processing,114765
710,261,2025-10-17,Completed,107163
711,463,2025-07-20,Completed,71414
712,249,2026-05-13,Cancelled,111853
713,273,2026-02-09,Completed,83838
714,96,2026-05-19,Completed,73451
715,257,2026-04-04,Processing,37921
716,288,2026-02-27,Completed,41118
717,21,2025-07-09,Completed,34584
718,473,2025-06-12,Cancelled,30927
719,157,2026-05-19,Completed,39986
720,251,2025-08-05,Processing,51034
721,382,2026-02-07,Completed,56998
722,10,2025-10-07,Completed,94102
723,351,2025-11-01,Completed,85006
724,182,2026-03-03,Completed,96574
725,121,2026-03-26,Cancelled,101883
726,142,2025-12-04,Completed,147002
727,321,2025-07-06,Completed,28725
728,450,2026-01-09,Processing,56948
729,456,2026-05-29,Completed,175968
730,484,2025-09-21,Cancelled,37906
731,486,2025-07-15,Completed,2467
732,116,2026-06-11,Completed,81323
733,175,2025-08-17,Processing,115255
734,337,2025-10-30,Completed,51910
735,45,2025-10-06,Processing,94487
736,267,2025-11-14,Cancelled,82922
737,447,2026-02-20,Completed,43831
738,214,2025-11-10,Completed,66924
739,294,2026-03-29,Completed,99083
740,219,2025-10-12,Completed,118498
741,466,2026-04-01,Cancelled,103716
742,169,2026-02-06,Processing,107590
743,278,2025-09-10,Completed,31390
744,106,2025-11-12,Completed,127911
745,298,2025-12-10,Cancelled,48603
746,351,2025-12-24,Completed,102960
747,442,2025-12-23,Completed,113018
748,159,2026-04-08,Cancelled,111833
749,466,2025-10-30,Completed,33918
750,221,2026-01-10,Completed,96920
751,336,2025-11-13,Cancelled,42647
752,470,2026-01-09,Completed,23767
753,163,2026-02-20,Completed,72170
754,286,2026-03-12,Cancelled,8732
755,486,2026-02-24,Completed,79504
756,95,2025-09-06,Completed,80116
