item_id,order_id,product_id,quantity,price_at_order,total_item_price
333,162,963,1,12350,12350
334,162,712,1,37911,37911
335,163,751,1,45075,45075
336,163,276,2,46987,93974
337,163,649,1,24342,24342
338,164,842,2,27137,54274
339,164,158,2,49987,99974
340,165,27,1,25309,25309
341,165,988,1,48097,48097
342,166,128,1,35572,35572
343,166,545,2,33907,67814
344,167,338,1,41645,41645
345,168,932,2,43452,86904
346,168,342,1,46075,46075
347,169,281,1,42958,42958
348,170,387,1,32819,32819
349,171,975,1,41555,41555
350,171,108,1,5857,5857
351,172,746,2,45276,90552
352,172,897,1,19700,19700
353,172,314,2,27673,55346
354,173,586,2,12580,25160
355,173,887,1,27882,27882
356,173,289,1,49470,49470
357,174,326,2,31031,62062
358,175,354,2,44753,89506
359,176,607,2,43466,86932
360,176,131,1,8664,8664
361,177,526,1,21199,21199
362,177,731,1,26144,26144
363,177,160,2,45636,91272
364,178,754,2,36389,72778
365,178,274,1,34473,34473
366,178,55,2,26934,53868
367,179,469,2,37032,74064
368,179,188,2,31016,62032
369,179,450,2,21793,43586
370,180,976,1,35542,35542
371,180,439,2,32733,65466
372,181,879,2,49459,98918
373,181,90,2,14909,29818
374,181,971,2,34173,68346
375,182,650,1,14622,14622
376,183,748,1,29360,29360
377,184,170,1,46005,46005
378,185,762,2,6862,13724
379,186,952,1,25698,25698
380,186,505,2,29256,58512
381,186,828,1,19992,19992
382,187,510,1,5086,5086
383,187,528,2,19993,39986
384,188,632,1,25769,25769
385,189,8,2,22359,44718
386,189,732,1,28807,28807
387,189,436,1,32986,32986
388,190,460,1,20858,20858
389,190,988,1,48097,48097
390,190,173,1,7776,7776
391,191,860,2,17376,34752
392,191,137,1,14994,14994
393,192,508,1,4083,4083
394,192,389,2,12126,24252
395,193,347,1,9315,9315
396,194,872,1,48184,48184
397,194,785,2,17120,34240
398,194,879,2,49459,98918
399,195,301,1,5867,5867
400,195,272,1,24026,24026
401,196,647,1,30271,30271
402,196,583,2,25203,50406
403,196,404,1,5153,5153
404,197,914,2,32795,65590
405,197,633,1,23367,23367
406,198,7,2,27996,55992
407,198,631,2,44255,88510
408,199,363,1,21185,21185
409,199,110,2,9956,19912
410,200,191,1,1995,1995
411,200,412,1,27221,27221
412,200,364,2,2810,5620
413,201,203,1,8886,8886
414,201,87,2,44203,88406
415,202,936,2,43391,86782
416,203,160,2,45636,91272
417,204,482,2,2681,5362
418,205,307,2,39577,79154
419,205,374,1,34775,34775
420,206,832,2,26736,53472
421,206,276,2,46987,93974
422,206,112,1,38027,38027
423,207,363,2,21185,42370
424,208,368,1,8285,8285
425,209,195,2,23103,46206
426,210,137,2,14994,29988
427,211,762,1,6862,6862
428,211,340,1,39798,39798
429,212,204,2,2191,4382
430,212,972,1,32203,32203
431,212,491,2,26569,53138
432,213,564,1,5478,5478
433,213,508,2,4083,8166
434,214,514,2,25039,50078
435,214,744,1,6978,6978
436,215,981,1,25826,25826
437,216,130,1,25784,25784
438,217,513,1,42342,42342
439,217,14,1,25211,25211
440,218,850,1,17414,17414
441,218,351,2,3163,6326
442,218,440,2,7344,14688
443,219,289,1,49470,49470
444,219,498,2,14773,29546
445,220,633,1,23367,23367
446,221,524,2,29067,58134
447,221,192,1,1659,1659
448,221,256,2,35528,71056
449,222,254,2,27058,54116
450,222,683,1,41461,41461
451,222,841,2,42726,85452
452,223,802,1,43621,43621
453,223,830,1,26984,26984
454,223,106,1,21418,21418
455,224,124,1,27488,27488
456,225,40,1,34219,34219
457,225,281,1,42958,42958
458,226,19,1,15310,15310
459,226,632,1,25769,25769
460,227,390,2,5547,11094
461,228,314,1,27673,27673
462,228,717,1,24732,24732
463,228,649,2,24342,48684
464,229,491,2,26569,53138
465,229,63,1,4753,4753
466,230,113,2,16289,32578
467,230,276,2,46987,93974
468,231,729,1,34362,34362
469,231,429,2,40058,80116
470,232,187,1,49383,49383
471,233,54,2,35727,71454
472,234,293,2,37924,75848
473,235,931,1,3347,3347
474,235,622,2,46881,93762
475,236,259,2,18633,37266
476,237,343,1,20588,20588
477,237,312,1,28888,28888
478,238,14,1,25211,25211
479,238,700,2,33808,67616
480,238,566,2,42891,85782
481,239,830,2,26984,53968
482,239,371,1,16155,16155
483,239,761,2,34996,69992
484,240,599,2,19989,39978
485,241,909,1,17445,17445
486,242,645,1,37353,37353
487,243,601,1,48460,48460
488,244,722,2,30703,61406
489,245,77,2,3629,7258
490,246,743,1,49326,49326
491,246,486,1,30972,30972
492,247,131,1,8664,8664
493,248,564,2,5478,10956
494,248,729,2,34362,68724
495,249,460,1,20858,20858
496,249,645,2,37353,74706
497,250,495,2,23863,47726
498,251,954,1,15081,15081
499,251,976,1,35542,35542
500,251,516,2,26059,52118
501,252,991,1,20268,20268
502,252,133,1,30557,30557
503,252,297,1,12188,12188
504,253,835,1,18255,18255
505,253,408,1,8253,8253
506,253,507,2,8947,17894
507,254,394,2,33925,67850
508,254,576,2,45474,90948
509,254,799,2,41265,82530
510,255,189,1,35688,35688
511,256,586,1,12580,12580
512,257,714,2,24153,48306
513,257,10,2,48123,96246
514,257,901,2,28986,57972
515,258,304,2,18202,36404
516,259,122,1,21252,21252
517,259,176,1,27574,27574
518,259,230,2,12100,24200
519,260,655,1,37660,37660
520,261,950,2,48763,97526
521,261,137,1,14994,14994
522,262,255,1,20246,20246
523,262,844,1,16840,16840
524,262,216,2,25398,50796
525,263,620,2,23126,46252
526,263,996,1,4714,4714
527,263,378,2,48481,96962
528,264,137,2,14994,29988
529,264,419,2,41919,83838
530,264,920,1,2648,2648
531,265,836,2,41942,83884
532,265,11,1,5464,5464
533,265,844,2,16840,33680
534,266,263,1,43735,43735
535,267,674,1,20321,20321
536,267,889,2,47405,94810
537,267,797,2,36322,72644
538,268,650,1,14622,14622
539,268,619,2,22783,45566
540,268,565,1,16238,16238
541,269,276,2,46987,93974
542,269,209,1,9779,9779
543,270,238,2,19690,39380
544,270,748,2,29360,58720
545,271,924,2,39618,79236
546,272,508,1,4083,4083
547,273,190,1,2912,2912
548,273,836,1,41942,41942
549,274,503,1,4347,4347
550,274,966,2,23945,47890
551,274,747,1,5214,5214
552,275,167,1,6888,6888
553,275,907,2,23801,47602
554,276,623,1,7467,7467
555,276,193,1,31134,31134
556,276,72,2,35900,71800
557,277,466,2,12900,25800
558,278,742,1,11694,11694
559,279,769,1,39730,39730
560,279,828,2,19992,39984
561,279,13,2,15235,30470
562,280,113,1,16289,16289
563,281,958,1,36777,36777
564,281,45,1,44142,44142
565,281,136,2,31122,62244
566,282,962,1,23767,23767
567,283,981,1,25826,25826
568,284,754,1,36389,36389
569,284,838,1,36432,36432
570,284,347,1,9315,9315
571,285,778,2,48403,96806
572,285,577,1,6701,6701
573,286,340,1,39798,39798
574,286,491,1,26569,26569
575,287,557,2,14634,29268
576,288,557,1,14634,14634
577,288,127,1,686,686
578,288,22,2,17659,35318
579,289,524,2,29067,58134
580,290,2,1,48840,48840
581,291,233,2,44002,88004
582,292,151,2,17889,35778
583,292,362,1,25607,25607
584,293,394,1,33925,33925
585,293,704,2,3906,7812
586,293,906,1,44759,44759
587,294,230,1,12100,12100
588,295,366,2,14433,28866
589,295,79,1,48877,48877
590,296,946,1,9824,9824
591,296,947,1,49464,49464
592,297,155,2,17231,34462
593,297,183,1,46370,46370
594,297,439,2,32733,65466
595,298,915,2,16087,32174
596,299,838,1,36432,36432
597,299,294,2,40511,81022
598,299,357,2,31795,63590
599,300,378,1,48481,48481
600,300,956,1,45038,45038
601,300,272,1,24026,24026
602,301,151,2,17889,35778
603,301,328,2,30560,61120
604,301,152,2,29843,59686
605,302,116,2,30750,61500
606,303,286,2,28603,57206
607,303,149,1,28840,28840
608,303,93,1,7859,7859
609,304,362,2,25607,51214
610,304,327,2,3981,7962
611,305,711,2,11236,22472
612,305,997,2,32228,64456
613,306,822,1,32123,32123
614,307,429,2,40058,80116
615,307,563,2,34801,69602
616,308,550,2,25193,50386
617,308,842,1,27137,27137
618,308,236,2,20099,40198
619,309,592,1,17923,17923
620,309,796,1,15867,15867
621,309,711,1,11236,11236
622,310,3,1,2382,2382
623,310,209,2,9779,19558
624,311,486,1,30972,30972
625,311,981,1,25826,25826
626,311,137,2,14994,29988
627,312,870,1,28723,28723
628,312,888,2,39990,79980
629,313,148,2,7216,14432
630,313,856,1,19973,19973
631,314,848,1,42724,42724
632,315,765,1,21140,21140
633,316,986,1,10544,10544
634,317,751,2,45075,90150
635,317,27,2,25309,50618
636,318,719,1,30780,30780
637,319,596,1,30306,30306
638,319,76,1,13642,13642
639,319,489,1,49929,49929
640,320,145,1,39648,39648
641,320,81,1,2661,2661
642,321,583,2,25203,50406
643,322,784,1,17680,17680
644,323,762,2,6862,13724
645,323,144,2,45560,91120
646,324,740,2,21782,43564
647,324,346,1,14337,14337
648,325,114,1,14641,14641
649,325,160,1,45636,45636
650,326,770,1,344,344
651,326,178,1,37565,37565
652,326,516,2,26059,52118
653,327,697,2,41494,82988
654,327,971,2,34173,68346
655,328,514,1,25039,25039
656,328,314,2,27673,55346
657,328,727,1,15908,15908
658,329,997,2,32228,64456
659,329,95,1,48045,48045
660,330,217,1,49104,49104
661,330,411,1,4608,4608
662,330,634,2,46567,93134
663,331,843,1,8971,8971
664,332,480,2,42629,85258
665,332,489,2,49929,99858
666,332,321,1,9979,9979
667,333,823,2,11585,23170
668,334,435,1,12740,12740
669,334,200,1,35859,35859
670,334,277,1,40165,40165
671,335,618,2,5926,11852
672,335,798,1,550,550
673,336,289,1,49470,49470
674,337,110,1,9956,9956
675,337,67,2,17707,35414
676,337,217,1,49104,49104
677,338,207,1,47263,47263
678,338,654,1,40680,40680
679,338,952,2,25698,51396
680,339,584,1,7282,7282
681,340,810,1,5474,5474
682,340,496,2,20406,40812
683,340,47,1,31296,31296
684,341,9,2,23826,47652
685,341,366,2,14433,28866
686,342,200,2,35859,71718
687,342,323,2,5238,10476
688,342,770,1,344,344
689,343,691,2,7688,15376
690,343,100,1,8467,8467
691,343,340,1,39798,39798
692,344,602,2,24945,49890
693,345,601,1,48460,48460
694,345,890,2,32919,65838
695,346,156,2,18405,36810
696,347,907,1,23801,23801
697,348,238,1,19690,19690
698,348,906,1,44759,44759
699,348,221,2,43211,86422
700,349,805,2,17562,35124
701,349,135,2,25146,50292
702,350,639,2,32194,64388
703,350,877,1,47999,47999
704,351,793,1,11113,11113
705,351,700,1,33808,33808
706,351,397,1,2422,2422
707,352,581,2,38695,77390
708,353,825,1,45553,45553
709,354,785,2,17120,34240
710,355,889,1,47405,47405
711,355,993,2,14769,29538
712,355,817,1,34358,34358
713,356,322,2,13228,26456
714,356,174,1,38115,38115
715,357,287,2,4230,8460
716,358,92,1,33684,33684
717,358,73,2,44069,88138
718,359,485,2,35905,71810
719,359,263,1,43735,43735
720,360,996,2,4714,9428
721,361,373,2,12575,25150
722,362,419,1,41919,41919
723,362,878,2,28720,57440
724,363,525,2,9483,18966
725,363,866,2,47202,94404
726,364,699,2,10306,20612
727,365,461,1,13662,13662
728,365,270,1,11719,11719
729,365,899,1,20793,20793
730,366,841,1,42726,42726
731,366,575,1,25803,25803
732,366,9,2,23826,47652
733,367,163,2,30036,60072
734,367,584,1,7282,7282
735,368,398,2,29394,58788
736,369,96,2,7878,15756
737,369,358,2,8470,16940
738,369,478,1,36367,36367
739,370,185,1,35988,35988
740,371,787,1,25119,25119
741,371,444,2,36335,72670
742,372,67,2,17707,35414
743,372,325,2,41405,82810
744,373,720,2,36547,73094
745,374,286,2,28603,57206
746,375,559,1,35179,35179
747,376,150,1,35569,35569
748,376,656,2,35608,71216
749,377,33,2,35057,70114
750,377,616,1,30647,30647
751,377,793,2,11113,22226
752,378,485,1,35905,35905
753,378,219,1,33218,33218
754,379,976,2,35542,71084
755,380,259,1,18633,18633
756,380,651,1,2412,2412
757,381,71,2,16309,32618
758,382,84,2,7036,14072
759,382,306,2,34833,69666
760,383,220,2,34768,69536
761,383,686,1,28440,28440
762,383,915,1,16087,16087
763,384,917,2,5466,10932
764,385,987,2,36064,72128
765,385,772,1,9980,9980
766,386,358,2,8470,16940
767,387,487,1,10949,10949
768,387,549,2,19645,39290
769,388,935,2,38216,76432
770,388,710,1,33774,33774
771,389,802,1,43621,43621
772,389,916,1,14895,14895
773,389,612,1,37211,37211
774,390,681,2,44676,89352
775,390,844,1,16840,16840
776,391,919,2,32895,65790
777,392,512,2,2379,4758
778,393,812,2,49923,99846
779,394,534,1,37156,37156
780,394,740,2,21782,43564
781,395,650,2,14622,29244
782,396,993,1,14769,14769
783,396,593,1,4446,4446
784,396,100,1,8467,8467
785,397,714,1,24153,24153
786,397,560,2,34995,69990
787,398,357,1,31795,31795
788,399,996,1,4714,4714
789,400,834,1,2467,2467
790,400,373,2,12575,25150
791,401,515,1,43130,43130
792,401,839,2,49383,98766
793,402,467,2,15036,30072
794,402,424,2,14115,28230
795,402,421,2,11351,22702
796,403,998,1,43257,43257
797,403,784,1,17680,17680
798,403,344,2,44216,88432
799,404,383,1,35888,35888
800,404,182,2,19387,38774
801,405,292,2,23245,46490
802,405,866,2,47202,94404
803,406,636,1,20313,20313
804,406,961,1,41284,41284
805,406,948,1,4365,4365
806,407,666,1,14575,14575
807,408,955,2,13175,26350
808,408,422,1,41225,41225
809,408,107,2,14305,28610
810,409,596,2,30306,60612
811,409,826,2,24708,49416
812,409,34,1,1576,1576
813,410,796,2,15867,31734
814,411,391,2,39793,79586
815,411,118,1,36205,36205
816,411,201,2,34276,68552
817,412,423,2,5623,11246
818,412,930,1,30252,30252
819,413,801,2,7869,15738
820,413,230,2,12100,24200
821,414,271,2,34777,69554
822,414,315,1,21584,21584
823,414,859,1,14936,14936
824,415,34,1,1576,1576
825,415,16,1,45096,45096
826,416,861,2,31137,62274
827,416,837,2,32333,64666
828,417,983,2,5057,10114
829,418,570,2,3088,6176
830,419,632,2,25769,51538
831,420,821,2,22835,45670
832,421,962,2,23767,47534
833,422,178,2,37565,75130
834,422,413,1,21076,21076
835,422,926,2,41827,83654
836,423,102,1,8641,8641
837,424,122,2,21252,42504
838,424,647,2,30271,60542
839,424,591,1,34451,34451
840,425,209,1,9779,9779
841,425,96,1,7878,7878
842,426,12,1,38137,38137
843,426,644,1,46839,46839
844,427,725,1,41977,41977
845,427,557,2,14634,29268
846,427,943,1,23384,23384
847,428,752,2,12565,25130
848,428,134,1,21753,21753
849,428,465,1,36100,36100
850,429,920,1,2648,2648
851,429,228,1,19526,19526
852,429,305,2,28474,56948
853,430,676,2,39207,78414
854,430,53,1,29341,29341
855,431,643,1,43099,43099
856,432,594,1,19944,19944
857,432,888,2,39990,79980
858,432,106,1,21418,21418
859,433,146,2,35213,70426
860,434,917,1,5466,5466
861,434,185,1,35988,35988
862,435,865,1,27116,27116
863,435,371,2,16155,32310
864,436,503,1,4347,4347
865,437,76,1,13642,13642
866,437,499,1,30117,30117
867,438,430,2,26430,52860
868,438,385,2,22053,44106
869,438,912,1,22959,22959
870,439,306,1,34833,34833
871,440,676,1,39207,39207
872,441,1000,2,21818,43636
873,442,496,1,20406,20406
874,442,629,1,38137,38137
875,443,760,1,14653,14653
876,443,261,1,24373,24373
877,443,949,1,23806,23806
878,444,24,1,24023,24023
879,444,531,1,45933,45933
880,444,525,2,9483,18966
881,445,921,1,39897,39897
882,446,336,1,40264,40264
883,447,86,1,27320,27320
884,448,281,1,42958,42958
885,448,494,1,38472,38472
886,449,726,2,24959,49918
887,449,565,2,16238,32476
888,450,829,2,39947,79894
889,450,508,1,4083,4083
890,450,447,2,33665,67330
891,451,203,2,8886,17772
892,452,106,2,21418,42836
893,452,598,1,29150,29150
894,453,977,2,30395,60790
895,454,905,2,7096,14192
896,454,457,2,38541,77082
897,455,638,2,9335,18670
898,455,111,2,40360,80720
899,456,581,2,38695,77390
900,457,920,1,2648,2648
901,457,648,2,7719,15438
902,458,911,1,34582,34582
903,459,260,2,29443,58886
904,459,601,2,48460,96920
905,459,420,2,20145,40290
906,460,118,1,36205,36205
907,461,440,1,7344,7344
908,461,810,2,5474,10948
909,462,75,1,18148,18148
910,463,381,2,2723,5446
911,463,149,1,28840,28840
912,463,799,1,41265,41265
913,464,705,2,46692,93384
914,464,12,1,38137,38137
915,465,582,2,16451,32902
916,465,815,1,17200,17200
917,466,68,1,21020,21020
918,466,395,1,44739,44739
919,466,291,1,14242,14242
920,467,285,1,31381,31381
921,467,734,2,18122,36244
922,467,623,2,7467,14934
923,468,833,1,11686,11686
924,468,328,1,30560,30560
925,469,822,2,32123,64246
926,470,48,2,43487,86974
927,470,282,1,15274,15274
928,471,464,1,20862,20862
929,472,335,1,16536,16536
930,472,606,1,33022,33022
931,472,393,2,18293,36586
932,473,660,1,16523,16523
933,474,292,2,23245,46490
934,474,135,1,25146,25146
935,475,941,2,41205,82410
936,475,541,1,48893,48893
937,475,41,1,4496,4496
938,476,98,2,45313,90626
939,476,850,2,17414,34828
940,477,325,2,41405,82810
941,477,772,2,9980,19960
942,478,570,2,3088,6176
943,479,628,2,591,1182
944,479,49,2,30906,61812
945,480,466,1,12900,12900
946,480,506,2,6259,12518
947,480,870,1,28723,28723
948,481,230,1,12100,12100
949,482,143,1,24896,24896
950,483,883,2,41137,82274
951,483,705,1,46692,46692
952,484,91,1,18558,18558
953,485,924,1,39618,39618
954,485,832,1,26736,26736
955,485,378,2,48481,96962
956,486,114,1,14641,14641
957,487,77,2,3629,7258
958,487,271,2,34777,69554
959,488,716,1,27579,27579
960,488,175,2,20212,40424
961,489,130,2,25784,51568
962,490,772,2,9980,19960
963,491,458,1,47563,47563
964,491,685,2,49612,99224
965,491,126,2,38578,77156
966,492,330,2,33531,67062
967,492,792,1,22447,22447
968,493,271,2,34777,69554
969,494,85,1,49417,49417
970,494,362,1,25607,25607
971,494,572,1,37230,37230
972,495,996,2,4714,9428
973,496,218,1,43030,43030
974,497,222,2,22487,44974
975,497,480,1,42629,42629
976,497,839,2,49383,98766
977,498,349,1,22370,22370
978,499,780,2,12232,24464
979,499,541,2,48893,97786
980,499,527,2,20076,40152
981,500,158,1,49987,49987
982,500,869,1,10683,10683
983,500,517,1,49856,49856
984,501,395,2,44739,89478
985,501,999,1,4874,4874
986,502,193,2,31134,62268
987,502,71,2,16309,32618
988,503,703,2,28774,57548
989,504,664,2,38439,76878
990,504,105,1,14074,14074
991,504,151,1,17889,17889
992,505,17,2,48084,96168
993,506,274,1,34473,34473
994,507,678,2,8962,17924
995,507,544,2,42814,85628
996,508,122,1,21252,21252
997,508,950,2,48763,97526
